Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Language of Original Document,Document Type,Publication Stage,Open Access,Source,EID
"De Paula L.F., Ruggiero R.","57225823192;7005397999;","Teaching Students How to Troubleshoot, Repair, and Maintain Magnetic Stirring Hot Plates Using Low-Cost Parts or Repurposed Materials",2018,"Journal of Chemical Education","95","11",,"2050","2054",,3,"10.1021/acs.jchemed.8b00267","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054189346&doi=10.1021%2facs.jchemed.8b00267&partnerID=40&md5=f967da81f5bc882ccc0f05e71224696d","Campus Iturama, Universidade Federal Do Triângulo Mineiro, Iturama Minas Gerais, 38280-000, Brazil; Instituto de Química, Universidade Federal de Uberlândia, Uberlândia Minas Gerais, 38400-000, Brazil","De Paula, L.F., Campus Iturama, Universidade Federal Do Triângulo Mineiro, Iturama Minas Gerais, 38280-000, Brazil; Ruggiero, R., Instituto de Química, Universidade Federal de Uberlândia, Uberlândia Minas Gerais, 38400-000, Brazil","Considering the large number of magnetic stirring hot plates that are damaged or unused in chemical laboratories, this Technology Report presents guidelines for students to be able to diagnose problems, and repair and maintain magnetic stirring hot plates using common and low-cost parts, or even repurposed materials. In addition, this paper presents a control board for stirring or heating with a circuit that uses the triode for alternating current BTA08, as well as various suggestions for refurbishing, maintaining, and replacing parts. Guidelines are provided for diagnosing equipment and conducting a cost analysis to determine the economic viability of proposed maintenance and repair approaches. © 2018 American Chemical Society and Division of Chemical Education, Inc.","First-Year Undergraduate/General; Hands-On Learning/Manipulatives; High School/Introductory Chemistry; Laboratory Equipment/Apparatus; Laboratory Instruction; Public Understanding/Outreach",,"Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq; Fundação de Amparo à Pesquisa do Estado de Minas Gerais, FAPEMIG","The authors are grateful to the National Council for Scientific and Technological Development (CNPq) and the Minas Gerais State Agency for Research and Development (FAPEMIG) for financial support.",,,,,,,,,,"English",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85054189346
"Balfour B.J.V.","57188959048;","Wounded memory, post-war gender conflict and narrative identity: Reinterpreting Reggio Emilia Schools’ origin stories",2018,"History of Education","47","6",,"727","740",,1,"10.1080/0046760X.2018.1465130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048031672&doi=10.1080%2f0046760X.2018.1465130&partnerID=40&md5=bfe18c4d3276f0f052701e02facdc5fe","University of Cambridge, Cambridge, United Kingdom; Universidad Nacional de Educación, Cuenca, Ecuador","Balfour, B.J.V., University of Cambridge, Cambridge, United Kingdom, Universidad Nacional de Educación, Cuenca, Ecuador","In this article, memory is examined as it relates to origin stories of the Reggio Emilia approach – an internationally renowned Italian education programme – and to the articulation of women’s experiences of gender and their narrative identity in this very particular context. The article shows that a number of women who partook in the founding of the Reggio Emilia schools suffer from what Ricoeur terms ‘wounded memory’, which occurs when public recognition and legitimisation of one’s own narrative is actively marginalised, suppressed or erased in historical, official and institutional accounts. The author describes this experience and feeling shared by the Reggio Emilia women who were interviewed and argues that this ‘wounded memory’ can be linked to a wider concern with gender inequality. The article concludes by presenting some of the missing accounts of leadership, creativity and initiative that were gathered among these women whose memory has been wounded. © 2018 Informa UK Limited, trading as Taylor & Francis Group.","Early childhood education; Emilia approach; Gender; Identity; Memory; Reggio",,"Emmanuel College, University of Cambridge; University of Cambridge; European Commission, EC","Support for this research was provided by Emmanuel College at University of Cambridge under the Derek Brewer PhD Studentship (2012–2015) and by the University of Cambridge under the Cambridge Home and EU Scholarship Scheme (2012–2015).",,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-85048031672
"Torisu E.M., De Loiola Araújo J., Powell A.B.","57203277611;35726546500;7202502221;","Motives in mathematics investigative tasks as appropriations of social discourse in the light of activity theory",2018,"Acta Scientiae","20","6",,"1119","1137",,,"10.17648/acta.scientiae.v20iss6id4889","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063783930&doi=10.17648%2facta.scientiae.v20iss6id4889&partnerID=40&md5=0002a71bddce86eb472147a8680cb4a9","Departamento de Educação Matemática, Universidade Federal de Ouro Preto (UFOP), Coordenador do Mestrado Profissional, Instituto de Ciências Exatas e Biológicas (ICEB), R. Quatro, 786 – Bauxita, Ouro Preto/MG, 35400-000, Brazil; Programa de Pós-Graduação em Educação, Universidade Federal de Minas Gerais (UFMG), Departamento de Matemática, ICEx, UFMG, Av. Presidente Antônio Carlos, 6627., Pampulha Belo Horizonte/MG, CEP: 31.270-901, Brazil; Department of Urban Education, Rutgers University-Newark, 110, Warren Street, Newark, NJ  07043, United States","Torisu, E.M., Departamento de Educação Matemática, Universidade Federal de Ouro Preto (UFOP), Coordenador do Mestrado Profissional, Instituto de Ciências Exatas e Biológicas (ICEB), R. Quatro, 786 – Bauxita, Ouro Preto/MG, 35400-000, Brazil; De Loiola Araújo, J., Programa de Pós-Graduação em Educação, Universidade Federal de Minas Gerais (UFMG), Departamento de Matemática, ICEx, UFMG, Av. Presidente Antônio Carlos, 6627., Pampulha Belo Horizonte/MG, CEP: 31.270-901, Brazil; Powell, A.B., Department of Urban Education, Rutgers University-Newark, 110, Warren Street, Newark, NJ  07043, United States","Investigate the motives of students to participate in tasks proposed in mathematics classes can bring contributions to the understanding of what effectively leads them to get involved in classes and can also contribute to the area of Mathematics Education. The purpose of this article is to present a discussion about the motives of a group of four students from the ninth year of a public school in Belo Horizonte, Minas Gerais, Brazil, when involved in investigations in the Mathematics classroom, using, for this, the lenses of Activity Theory. Data were collected through interviews. The qualitative analysis of the data showed that the reasons that lead them to participate in investigative tasks are related to these tasks, but not only. The social environment in which students are inserted may be as, or even more important for the emergence of motives. © 2018 Acta Scientiae.All rights reserved.","Activity Theory; Mathematics Education; Motives",,"Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq","the National Council for Scientific and Technological Development (CNPq) for granting scholarships for this study.",,,,,,,,,,"English",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85063783930
"Martinez E.M., Basurto E.","57208100469;57208105365;","The quest of the important in mathematics classroom",2018,"Acta Scientiae","20","6",,"1106","1118",,,"10.17648/acta.scientiae.v20iss6id4898","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063778445&doi=10.17648%2facta.scientiae.v20iss6id4898&partnerID=40&md5=b9f0e1b820b678d5c6f6b9295ff77a7a","Department of Mathematics, Centro Regional de Investigación y Formación de Docents del Sureste, Mexico; Acts in Hewlett-Packard., United States","Martinez, E.M., Department of Mathematics, Centro Regional de Investigación y Formación de Docents del Sureste, Mexico; Basurto, E., Acts in Hewlett-Packard., United States","In this article, some ideas are exposed to take out profit of the properties of the straight line to know and to explore many interesting properties of functions as polynomials or rational functions. Some ideas are also presented to use the graphic calculators in a sequence that allows integrating the arithmetic language with the graphic and algebraic languages. This proposal has been applied in initial mathematic courses of future economists and engineers, obtaining interesting results related to the development of the graphic thought. © 2018 Acta Scientiae.All rights reserved.","Graphic Calculators; Graphic Thought; Mathematics Classroom",,,,,,,,,,,,,"English",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85063778445
"Ramirez-Romero J.M., Rivera-Rodriguez S.","57204942493;22935462600;","Characteristics and Functions of a Virtual Laboratory of Induction Machines in the Teaching Environment",2018,"Revista Iberoamericana de Tecnologias del Aprendizaje","13","4","8528410","130","135",,5,"10.1109/RITA.2018.2879263","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058057269&doi=10.1109%2fRITA.2018.2879263&partnerID=40&md5=d7cf3208cb5e904bf71aed9db844b13c","Universidad Nacional de Colombia, Bogotá, Colombia","Ramirez-Romero, J.M., Universidad Nacional de Colombia, Bogotá, Colombia; Rivera-Rodriguez, S., Universidad Nacional de Colombia, Bogotá, Colombia","This paper presents the development and implementation of a virtual laboratory aimed at recreating the fundamental aspects of induction machines tests. These machines are widely used in the industry and their tests require good preparation of the personnel that manipulates them. The proposed laboratory recreates the Electrical Machines Laboratory of Universidad Nacional de Colombia, which has the necessary equipment to administer tests on induction machines. One of the advantages of the proposed laboratory is that the Virtual Laboratory of Induction Machines (LVMI) facilitates student inclusion and can be used by educational institutions as a component for the expansion of academic coverage. The LVMI can also be used for other educational purposes. For instance, it can be used in statistics to study correlation and trend curves. This paper shows the background, usefulness, and characteristics of this project. Since the Universidad Nacional de Colombia has prepared the material for the public, readers are invited to use this material. © 2013 IEEE.","Inclusivity; induction machine; optimization; simulation; virtual laboratory","Asynchronous machinery; E-learning; Optimization; Colombia; Educational institutions; Electrical machine; Inclusivity; Induction machines; simulation; Trend curves; Virtual laboratories; Laboratories",,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-85058057269
"Ortiz-Echeverri C.J., Rodríguez-Reséndiz J., Garduño-Aparicio M.","57190676556;57204683375;54414185300;","An approach to STFT and CWT learning through music hands-on labs",2018,"Computer Applications in Engineering Education","26","6",,"2026","2035",,6,"10.1002/cae.21967","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056628471&doi=10.1002%2fcae.21967&partnerID=40&md5=b442d4798829c4d79e953fa55f5e600c","Facultad de Informática Av. de las Ciencias Campus Juriquilla s/n, División de Estudios de Posgrado, Querétaro, Mexico; Facultad de Ingenieŕıa Cerro de las Campanas s/n, División de Estudios de Posgrado, Universidad Autónoma de Querétaro, Querétaro, Mexico","Ortiz-Echeverri, C.J., Facultad de Informática Av. de las Ciencias Campus Juriquilla s/n, División de Estudios de Posgrado, Querétaro, Mexico; Rodríguez-Reséndiz, J., Facultad de Ingenieŕıa Cerro de las Campanas s/n, División de Estudios de Posgrado, Universidad Autónoma de Querétaro, Querétaro, Mexico; Garduño-Aparicio, M., Facultad de Ingenieŕıa Cerro de las Campanas s/n, División de Estudios de Posgrado, Universidad Autónoma de Querétaro, Querétaro, Mexico","This work presents a series of lectures and activities for Digital Signal Processing (DSP) teaching, based upon music and their principal elements such as melody, pitch, timbre, beat, and metric, to explain the time-frequency analysis and its repercussions in other areas of engineering. DSP courses are difficult to the students due to a high mathematical content and high level of abstraction, for this reason, the primary objective of this work is to create a pedagogical tool that allows the improvement on the teaching process in Signal Processing courses. There are two popular approaches: Short-Time Fourier Transform (STFT) and Continuous Wavelet Transform (CWT) which have been used to find time-frequency maps. The student roll was designed for active participation by creating melodies from real instruments as well as synthetic generators, and by implementing the codes of STFT and CWT in MATLAB. The results demonstrate that in general terms, after carrying out these laboratory activities the students are more motivated to learn Signal Processing theory, and some of them become interested in the new research line on Music Information Retrieval (MIR), which would benefit the continuity of the Accreditation Board for Engineering and Technologies ABET, obtained for the Automation Engineering program at Universidad Autónoma de Querétaro (UAQ) since 2016. © 2018 The Authors. Computer Applications in Engineering Education Published by Wiley Periodicals, Inc.","ABET accreditation; CWT; DSP; MIR; non-stationary signals; pedagogical tool; STFT","Accreditation; Curricula; Engineering education; MATLAB; Search engines; Students; Teaching; Technical presentations; Time series analysis; Wavelet transforms; ABET accreditation; Accreditation board for engineering and technologies; Continuous wavelet transforms; Digital signal processing (DSP); Nonstationary signals; Pedagogical tools; Short time Fourier transforms; STFT; Digital signal processing","Consejo Nacional de Ciencia y Tecnología, CONACYT; Consejo Nacional de Ciencia y Tecnología, CONCYT","The authors would like to thank the group of students of the Signals Analysis course. The first author would like to thank the Faculty of Computer Science and the Department of Engineering of the Universidad Autónoma de Querétaro, as well as Consejo Nacional de Ciencia y Tecnología (CONACyT) for the Doctorate Fellowship support. English edition by Agustín Ruiz Esparza Y Ballesteros, M.A.T., & C2 Oxford College, Oxfordshire, U.K.","The authors would like to thank the group of students of the Signals Analysis course. The first author would like to thank the Faculty of Computer Science and the Department of Engineering of the Universidad Autónoma de Querétaro, as well as Consejo Nacional de Ciencia y Tecnología (CON-ACyT) for the Doctorate Fellowship support. English edition by Agustín Ruiz Esparza Y Ballesteros, M.A.T., & C2 Oxford College, Oxfordshire, U.K.",,,,,,,,,"English",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85056628471
"Lucas da Rocha Cunha M., Amendola F., Fernandez Samperiz M.M., Gomes da Costa Mohallem A.","57204562306;36500639100;57204568923;57204565542;","Evaluation of student perception of the Team-based Learning method (APA-TBL): Instrument construction and validation",2018,"Nurse Education in Practice","33",,,"141","147",,4,"10.1016/j.nepr.2018.09.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056194301&doi=10.1016%2fj.nepr.2018.09.008&partnerID=40&md5=6946b0cd49a3a7238e27e8348df453bf","Faculdade Israelita de Ciências da Saúde Albert Einstein - FICSAE, Nursing Course, São Paulo, SP  Postal Code 05521-200, Brazil","Lucas da Rocha Cunha, M., Faculdade Israelita de Ciências da Saúde Albert Einstein - FICSAE, Nursing Course, São Paulo, SP  Postal Code 05521-200, Brazil; Amendola, F., Faculdade Israelita de Ciências da Saúde Albert Einstein - FICSAE, Nursing Course, São Paulo, SP  Postal Code 05521-200, Brazil; Fernandez Samperiz, M.M., Faculdade Israelita de Ciências da Saúde Albert Einstein - FICSAE, Nursing Course, São Paulo, SP  Postal Code 05521-200, Brazil; Gomes da Costa Mohallem, A., Faculdade Israelita de Ciências da Saúde Albert Einstein - FICSAE, Nursing Course, São Paulo, SP  Postal Code 05521-200, Brazil","Team-based learning (TBL) is an educational strategy based on learning teams. Despite the advantages identified in the TBL literature, student perceptions must be better investigated using valid, reliable instruments. This study constructed and validated an instrument to evaluate student perceptions of the TBL method. Content and appearance assessment, construct validation and reliability analysis were performed. A total of 246 undergraduate nursing and medical students from a private institution in São Paulo, Brazil, participated in the study. After content validation, the instrument had 24 items distributed in five dimensions. Based on exploratory factor analysis, the instrument was appropriate, and the items were regrouped in four dimensions, with Cronbach's alpha values over 0.70. The Student Perception Evaluation of the TBL method (Avaliação da Percepção do Aluno-Team-Based Learning - APA-TBL) is an instrument with strong validity indicators. After validation, the revised instrument reflected that the student's perspective of method evaluation is not focused on TBL's formal execution but on the involved agents, their interaction and their influence on one another. © 2018","Active teaching methods; Education; Instrument validation; Team-based learning","article; Brazil; Cronbach alpha coefficient; exploratory factor analysis; human; learning; medical student; nursing; perception; teaching; validation process; validity; curriculum; evaluation study; female; group process; male; medical student; nursing student; problem based learning; procedures; psychology; questionnaire; reproducibility; statistics and numerical data; young adult; Brazil; Curriculum; Female; Group Processes; Humans; Male; Perception; Problem-Based Learning; Reproducibility of Results; Students, Medical; Students, Nursing; Surveys and Questionnaires; Young Adult",,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-85056194301
"Lira J.A.","24537219300;","If the Earth were a cube, what would be the value of the acceleration of gravity at the center of each face?",2018,"Physics Education","53","6","065013","","",,1,"10.1088/1361-6552/aadb25","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054678949&doi=10.1088%2f1361-6552%2faadb25&partnerID=40&md5=16bccea76803b6d4595570904bb85a4d","Department of Physics, Pontifical Catholic University of Peru, Lima 32, Peru; Universidad de Ingenieria y Tecnologia-UTEC, Lima, Peru","Lira, J.A., Department of Physics, Pontifical Catholic University of Peru, Lima 32, Peru, Universidad de Ingenieria y Tecnologia-UTEC, Lima, Peru","From the time of Pythagoras of Samos (sixth century BC), the Greek philosopher-scientists taught that the Earth was a sphere and the harmonies of the universe were governed by mathematical relations. With the fall of the Roman Empire in the fifth century, cultural darkness descended on Europe and all intellectual pursuits languished under the rule of barbarians. In the Early Middle Ages, the universe reverted to a mythic polarization of Heaven and Earth. Cosmas (sixth century AD), an Alexandrian geographer, held that the Earth was a rectangular plane surrounded by an abyss of water. While European learning was at its lowest ebb, remnants of ancient knowledge survived in Byzantium, Syria, and Persia. © 2018 IOP Publishing Ltd.",,,,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-85054678949
"Grock C.H., Luz L.B., Oliveira V.F., Ardenghi T.M., Bizarro L., Ferreira M.B.C., Montagner F.","57203681247;57203691557;57193272668;6504401748;6506177847;7402787185;17135840500;","Experiences during the execution of emergency endodontic treatment and levels of anxiety in dental students",2018,"European Journal of Dental Education","22","4",,"e715","e723",,6,"10.1111/eje.12385","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052633117&doi=10.1111%2feje.12385&partnerID=40&md5=4e33f384cbe2c8a872ae0d41f8623bff","Universidade Federal do Rio Grande do Sul, Porto Alegre, Rio Grande do Sul, Brazil; Department of Developmental and Personality Psychology, Institute of Psychology, Universidade Federal do Rio Grande do Sul, Porto Alegre, Rio Grande do Sul, Brazil; Department of Stomatology, Universidade Federal de Santa Maria, Santa Maria, Rio Grande do Sul, Brazil; Pharmacology Department, Institute of Basic Health Sciences, Universidade Federal do Rio Grande do Sul, Porto Alegre, Rio Grande do Sul, Brazil; Department of Conservative Dentistry, Universidade Federal do Rio Grande do Sul, Porto Alegre, Rio Grande do Sul, Brazil","Grock, C.H., Universidade Federal do Rio Grande do Sul, Porto Alegre, Rio Grande do Sul, Brazil; Luz, L.B., Universidade Federal do Rio Grande do Sul, Porto Alegre, Rio Grande do Sul, Brazil; Oliveira, V.F., Department of Developmental and Personality Psychology, Institute of Psychology, Universidade Federal do Rio Grande do Sul, Porto Alegre, Rio Grande do Sul, Brazil; Ardenghi, T.M., Department of Stomatology, Universidade Federal de Santa Maria, Santa Maria, Rio Grande do Sul, Brazil; Bizarro, L., Department of Developmental and Personality Psychology, Institute of Psychology, Universidade Federal do Rio Grande do Sul, Porto Alegre, Rio Grande do Sul, Brazil; Ferreira, M.B.C., Pharmacology Department, Institute of Basic Health Sciences, Universidade Federal do Rio Grande do Sul, Porto Alegre, Rio Grande do Sul, Brazil; Montagner, F., Department of Conservative Dentistry, Universidade Federal do Rio Grande do Sul, Porto Alegre, Rio Grande do Sul, Brazil","Purpose: This study aims to evaluate the experience of dental students and assess their anxiety levels when performing emergency endodontic treatments. Methods: Undergraduate students completed the STAI-Trait/State and a questionnaire to assess their confidence level to perform each step of an emergency endodontic procedure. They also answered a numerical scale (NRS) for anxiety before and after emergency care. Ten randomly selected students from the same sample further participated in a focus group aimed at obtaining qualitative data on their perception of endodontic treatments’ conduction and the learning process necessary to perform them. Results: A total of 23 students joined the study. The majority of the participants reported feeling “confident” when performing local anaesthesia (57.6%), rubber dam placement (57.6%) and coronal sealing (72.7%). However, a small number reported feeling “little confident” to perform access cavity (15.2%) or pulpotomy/pulpectomy (24.2%). Students who scored above the 3rd quartile of STAI-Trait/State were classified as “highly anxious,” and comprised 26.1% of the sample. The values of NRS scale were higher in the preoperative when compared with the post-operative assessment. All students classified as “highly anxious” reported low confidence in performing “access cavity” and “pulpotomy/pulpectomy.”. Conclusion: Both quantitative and qualitative analysis showed different anxiety levels in dental students. It can possibly contribute to a reduction in confidence prior to emergency endodontic procedures. The current findings suggest it might be important to rearrange activities in order to allow for more practical classes in Endodontics. © 2018 John Wiley & Sons A/S. Published by John Wiley & Sons Ltd","anxiety; confidence; endodontics; focus groups","anxiety; clinical competence; dental education; dental procedure; dental student; education; emergency; endodontics; human; learning; medical education; perception; psychology; questionnaire; self concept; Anxiety; Clinical Competence; Dental Care; Education, Dental; Education, Medical, Undergraduate; Emergencies; Endodontics; Humans; Learning; Perception; Self Concept; Students, Dental; Surveys and Questionnaires","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES","Luciana Batista Luz received a MSc scholarship grant and Vanessa",,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-85052633117
"Guerrero F.G.","25652707900;","An interactive approach for illustrating a proof of the sampling theorem using MATHEMATICA",2018,"Computer Applications in Engineering Education","26","6",,"2282","2293",,,"10.1002/cae.22041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051081959&doi=10.1002%2fcae.22041&partnerID=40&md5=40935fa2f5cc63626ee007b6848dcf52","School of Electrical and Electronics Engineering, Universidad del Valle, Cali, Colombia","Guerrero, F.G., School of Electrical and Electronics Engineering, Universidad del Valle, Cali, Colombia","Learning methods in engineering education should evolve to take advantage of the progress of technology. Despite being one of the most important theorems of engineering, at undergraduate level the foundations of sampling theorem are usually oversimplified, whereas at graduate level its proof is frequently presented in the context of a rigorous mathematical framework. This paper presents an interactive approach to illustrate an amenable proof of the sampling theorem through example. Apart from its practical value as a learning tool, the proof captures some mathematical subtleties that can help to understand some more advanced concepts. The goal of this work is to show that learning the sampling theorem through an interactive example of its mathematical proof can be an enjoyable and insightful experience. © 2018 Wiley Periodicals, Inc.","electrical engineering education; Fourier analysis; MATHEMATICA; sampling theorem; Shannon theory","Electrical engineering; Engineering education; Fourier analysis; Sampling; Graduate levels; Interactive approach; Learning methods; Mathematica; Mathematical frameworks; Mathematical proof; Sampling theorems; Shannon theory; Importance sampling",,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-85051081959
"Cecílio D.L., dos Santos T.D.","56418603700;57189518612;","A finite element elasticity programming in Mathematica software",2018,"Computer Applications in Engineering Education","26","6",,"1968","1985",,,"10.1002/cae.21958","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047456650&doi=10.1002%2fcae.21958&partnerID=40&md5=624675b38a21844e4e14b5d2dfa3cfb5","University of São Paulo, São Carlos, São Paulo, Brazil; University of Campinas, Campinas, São Paulo, Brazil","Cecílio, D.L., University of São Paulo, São Carlos, São Paulo, Brazil; dos Santos, T.D., University of Campinas, Campinas, São Paulo, Brazil","Modern software's allow computers to perform symbolic calculations in addition to simple numerical computations for which they were originally designed. This fact opens new possibilities in numerical simulation. In this paper a finite element implementation using the commercial software Wolfram Mathematica is used to solve a plane stress elasticity problem. The code adaptability from the provided examples to more challenging problems can easily be performed using the present code. Numerical examples with post-processing illustrates the new tool and its flexibility. It has been proven in this study the feasibility of Wolfram Mathematica in learning and programming finite element methods for the solution of two-dimensional problems in elasticity. © 2018 Wiley Periodicals, Inc.","elasticity; finite elements; plane stress; symbolic software; Wolfram Mathematica","Elasticity; Commercial software; Finite element implementation; Mathematica; Mathematica- software; Numerical computations; Plane stress; Symbolic calculation; Two-dimensional problem; Finite element method",,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-85047456650
