Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Language of Original Document,Document Type,Publication Stage,Open Access,Source,EID
"Araujo I.S., Veit E.A., Moreira M.A.","16052247500;14520143300;7103289296;","Physics students' performance using computational modelling activities to improve kinematics graphs interpretation",2008,"Computers and Education","50","4",,"1128","1140",,33,"10.1016/j.compedu.2006.11.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-41649090756&doi=10.1016%2fj.compedu.2006.11.004&partnerID=40&md5=0971e1f17b7fabf0f9a84af09468d412","Physics Institute, UFRGS, Av. Bento Gonçalves, 9500, Porto Alegre, RS, Brazil","Araujo, I.S., Physics Institute, UFRGS, Av. Bento Gonçalves, 9500, Porto Alegre, RS, Brazil; Veit, E.A., Physics Institute, UFRGS, Av. Bento Gonçalves, 9500, Porto Alegre, RS, Brazil; Moreira, M.A., Physics Institute, UFRGS, Av. Bento Gonçalves, 9500, Porto Alegre, RS, Brazil","The purpose of this study was to investigate undergraduate students' performance while exposed to complementary computational modelling activities to improve physics learning, using the softwares Modellus. Interpretation of kinematics graphs was the physics topic chosen for investigation. The theoretical framework adopted was based on Halloun's schematic modelling approach and on Ausubel's meaningful learning theory. The results of this work show that there was a statistically significant improvement in the experimental group students' performance when compared to the control group, submitted just to a conventional teaching method. Students' perception with respect to the concepts and mathematical relations, as well as the motivation to learn, originated by the activities, have played a fundamental role in these findings. © 2006 Elsevier Ltd. All rights reserved.","Improving classroom teaching; Interactive learning environments; Pedagogical issues; Simulation; Teaching/learning strategies","Computer simulation; E-learning; Students; Teaching; Interactive learning environments; Learning strategies; Pedagogical issues; Interactive computer systems","Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq","The authors thank Dr. Fernando L. da Silveira for his substantive contribution on the statistical analysis of results. This work have been partially supported by CNPq, the Brazilian National Council for Scientific and Technological Development.",,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-41649090756
"Brito A., Rodríguez M.A., Niaz M.","7005411336;55586938000;7006032629;","A reconstruction of development of the periodic table based on history and philosophy of science and its implications for general chemistry textbooks",2005,"Journal of Research in Science Teaching","42","1",,"84","111",,33,"10.1002/tea.20044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-12444255188&doi=10.1002%2ftea.20044&partnerID=40&md5=761da504f8006491b0a71664f74ae7f0","Inst. Univ. T. Jose Antonio A.E.T., Estado Anzoátegui, Venezuela; Epistemology of Science Group, Department of Chemistry, Universidad de Oriente, Apartado Postal 90, Cumaná, Estado Sucre 6101A, Venezuela","Brito, A., Inst. Univ. T. Jose Antonio A.E.T., Estado Anzoátegui, Venezuela; Rodríguez, M.A., Epistemology of Science Group, Department of Chemistry, Universidad de Oriente, Apartado Postal 90, Cumaná, Estado Sucre 6101A, Venezuela; Niaz, M., Epistemology of Science Group, Department of Chemistry, Universidad de Oriente, Apartado Postal 90, Cumaná, Estado Sucre 6101A, Venezuela","The objectives of this study are: (a) elaboration of a history and philosophy of science (HPS) framework based on a reconstruction of the development of the periodic table; (b) formulation of seven criteria based on the framework; and (c) evaluation of 57 freshman college-level general chemistry textbooks with respect to the presentation of the periodic table. The historical reconstruction of the periodic table showed that the periodicity of the elements could be construed as an inductive generalization or as a function of the atomic theory. There is considerable controversy with respect to the nature of Mendeleev's contribution, and various alternatives are discussed: ordered domain; empirical law; and a theory with limited explanatory power. Accommodation of the elements according to their physicochemical properties is considered to be the major contribution of the periodic table by all textbooks, followed by contra-predictions of previously unknown elements (30 textbooks), and novel predictions (corrections of atomic mass) of known elements (10 textbooks). The relative importance of accommodation and prediction within an HPS framework is generally ignored. Few textbooks have attempted to explore the possible cause of periodicity in the table and very few textbooks have explored the nature of Mendeleev's contribution. The development of the periodic table as a sequence of heuristic principles in the form of a convincing argument has been ignored. The textbook approach of emphasizing that the development of the periodic table was an inductive generalization, and that Mendeleev had no model or theory, does not facilitate the spirit of critical inquiry that led the scientists to grapple with alternative interpretations, conflicts, and controversies. It is concluded that the development of the periodic table went through a continual critical appraisal (conflict and controversy), in which scientists presented various tentative theoretical ideas to understand the observed phenomena. © 2004 Wiley Periodicals, Inc.",,"Electrons; Heuristic methods; Mathematical models; Philosophical aspects; Physical chemistry; Societies and institutions; Textbooks; Atomic theory; Chemistry textbooks; History and philosophy of science (HPS); Periodic table; Engineering education",,,,,,,,,,,,"English",Article,"Final","All Open Access, Green",Scopus,2-s2.0-12444255188
"Montiel-Ross O., Sepúlveda R., Castillo O., Melin P.","6603025883;7006649508;7007101709;7006491873;","Ant colony test center for planning autonomous mobile robot navigation",2013,"Computer Applications in Engineering Education","21","2",,"214","229",,32,"10.1002/cae.20463","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876138034&doi=10.1002%2fcae.20463&partnerID=40&md5=e92297d21c9adce9b697e58abd1677ad","Centro de Investigaciõn y Desarrollo de Tecnología Digital Del IPN (CITEDI), Av. del Parque 1310, Tijuana, B., Mexico; Division of Graduate Studies and Research, Tijuana Institute of Technology, PO Box 4207, Chula Vista, CA 91909, United States","Montiel-Ross, O., Centro de Investigaciõn y Desarrollo de Tecnología Digital Del IPN (CITEDI), Av. del Parque 1310, Tijuana, B., Mexico; Sepúlveda, R., Centro de Investigaciõn y Desarrollo de Tecnología Digital Del IPN (CITEDI), Av. del Parque 1310, Tijuana, B., Mexico; Castillo, O., Division of Graduate Studies and Research, Tijuana Institute of Technology, PO Box 4207, Chula Vista, CA 91909, United States; Melin, P., Division of Graduate Studies and Research, Tijuana Institute of Technology, PO Box 4207, Chula Vista, CA 91909, United States","This paper presents the navigation software called Ant Colony Test Center designed to teach the different stages involved in mobile robotics. The navigation problem consists of the four subproblems: world perception, path planning, path generation, and path tracking. This software based on ant colonies has two operational modes: virtual and on-line. In virtual mode, is able to achieve path generation, path planning and virtual path tracking at once, since the virtual mobile robots ""ants"" searches for the objective point generating feasible paths, then generate a set of subgoals to obtain the optimal path, since the optimal path was obtained using a cost function that considers the robot architecture, the optimal trajectory for the robot also is obtained. In on-line mode, the robot is able to sense the world using stereoscopic vision, the map is updated using epipolar geometry, and the on-line navigation problem is handled similar to the virtual mode. The software has many educational skills, since students can learn about path generation, optimal planning and path tracking using the heuristic methodology known as Ant Colony Optimization that recently has had good acceptance for solving discrete optimization planning problems. The platform is also a good tool to learn about stereoscopic vision and epipolar geometry that is one of the best sensing methods in mobile robotics. © 2010 Wiley Periodicals, Inc.","Ant Colony Optimization; autonomous mobile robot navigation; Fuzzy Logic; path planning; Simple Tuning Algorithm","Autonomous Mobile Robot; Discrete optimization; Navigation problem; Navigation software; Optimal trajectories; Robot architecture; Stereoscopic vision; Tuning algorithm; Algorithms; Ant colony optimization; Artificial intelligence; Fuzzy logic; Mobile robots; Motion planning; Robotics; Students; Navigation",,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-84876138034
"Alario-Hoyos C., Muñoz-Merino P.J., Pérez-Sanagustín M., Delgado Kloos C., Parada G. H.A.","35179059300;15136847800;23393559900;56997681300;23009760700;","Who are the top contributors in a MOOC? Relating participants' performance and contributions",2016,"Journal of Computer Assisted Learning","32","3",,"232","243",,31,"10.1111/jcal.12127","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959491931&doi=10.1111%2fjcal.12127&partnerID=40&md5=9d0fab207c4b64cb7d41d4a01476f429","Departamento de Ingeniería Telemática, Universidad Carlos III de Madrid, Spain; Departamento de Ciencias de la Computación, Pontificia Universidad Católica de Chile, Chile","Alario-Hoyos, C., Departamento de Ingeniería Telemática, Universidad Carlos III de Madrid, Spain; Muñoz-Merino, P.J., Departamento de Ingeniería Telemática, Universidad Carlos III de Madrid, Spain; Pérez-Sanagustín, M., Departamento de Ciencias de la Computación, Pontificia Universidad Católica de Chile, Chile; Delgado Kloos, C., Departamento de Ingeniería Telemática, Universidad Carlos III de Madrid, Spain; Parada G., H.A., Departamento de Ingeniería Telemática, Universidad Carlos III de Madrid, Spain","The role of social tools in massive open online courses (MOOCs) is essential as they connect participants. Of all the participants in an MOOC, top contributors are the ones who more actively contribute via social tools. This article analyses and reports empirical data from five different social tools pertaining to an actual MOOC to characterize top contributors and provide some insights aimed at facilitating their early detection. The results of this analysis show that top contributors have better final scores than the rest. In addition, there is a moderate positive correlation between participants' overall performance (measured in terms of final scores) and the number of posts submitted to the five social tools. This article also studies the effect of participants' gender and scores as factors that can be used for the early detection of top contributors. The analysis shows that gender is not a good predictor and that taking the scores of the first assessment activities of each type (test and peer assessment in the case study) results in a prediction that is not substantially improved by adding subsequent activities. Finally, better predictions based on scores are obtained for aggregate contributions in the five social tools than for individual contributions in each social tool. © 2016 John Wiley & Sons Ltd.","Contributions; Learning analytics; MOOC; Performance; Social tools",,,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-84959491931
"Castro-Alonso J.C., Ayres P., Paas F.","56321629900;7005711760;35234562700;","Comparing apples and oranges? A critical look at research on learning from statics versus animations",2016,"Computers and Education","102",,,"234","243",,30,"10.1016/j.compedu.2016.09.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988422319&doi=10.1016%2fj.compedu.2016.09.004&partnerID=40&md5=9d996d3760d27017709f933f1debde51","Center for Advanced Research in Education (CIAE), Universidad de Chile, Chile; School of Education, University of New South Wales, Australia; Department of Psychology, Education, and Child Studies, Erasmus University Rotterdam, Netherlands; Early Start Research Institute, University of Wollongong, Australia","Castro-Alonso, J.C., Center for Advanced Research in Education (CIAE), Universidad de Chile, Chile, School of Education, University of New South Wales, Australia; Ayres, P., School of Education, University of New South Wales, Australia; Paas, F., School of Education, University of New South Wales, Australia, Department of Psychology, Education, and Child Studies, Erasmus University Rotterdam, Netherlands, Early Start Research Institute, University of Wollongong, Australia","Many of the studies that have compared the instructional effectiveness of static with dynamic images have not controlled all the moderating variables involved. This problem is present not only in instructional pictures concerning the curricular topics (e.g., science, technology, engineering and mathematics: STEM), but also in those depicting extracurricular tasks (e.g., human movement tasks). When factors such as appeal, media, realism, size, and interaction are not tightly controlled between statics and animations, researchers may often be comparing apples with oranges. In this review, we provide a categorization of these confounding variables and offer some possible solutions to generate more tightly controlled studies. Future research could consider these biases and solutions, in order to design more equivalent visualizations. As a result, more conclusive evidence could be obtained identifying the boundary conditions for when static or dynamic images are more suitable for educational purposes, across both curricular and extracurricular tasks. © 2016 Elsevier Ltd","Biologically primary and secondary tasks; Confounding variables; Dynamic and static pictures; Instructional visualizations; STEM","Fruits; STEM (science, technology, engineering and mathematics); Visualization; Confounding variables; Dynamic images; Human movements; Instructional visualization; Science , Technology , Engineering and Mathematics; Secondary tasks; Citrus fruits","FB0003; Australian Research Council, ARC: DP140103307; Comisión Nacional de Investigación Científica y Tecnológica, CONICYT: 82140021","This research was partially supported by funds from CONICYT ( PAI, national funding research program for returning researchers from abroad, 2014 , No 82140021 ; and Basal Funds for Centers of Excellence , Project FB0003 ) to the first author, and by an Australian Research Council grant ( DP140103307 ) to the second and third authors. We are thankful to Matías Salinas for helping illustrate Fig. 1 .",,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-84988422319
"Isotani S., Brandão L.d.O.","7003734634;8614319000;","An algorithm for automatic checking of exercises in a dynamic geometry system: iGeom",2008,"Computers and Education","51","3",,"1283","1303",,30,"10.1016/j.compedu.2007.12.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-48549095545&doi=10.1016%2fj.compedu.2007.12.004&partnerID=40&md5=100b77cc40e38a6f35ab7f5e6ace2dbb","The Institute of Scientific and Industrial Research, Department of Knowledge Systems, Osaka University, 8-1 Mihogaoka, Ibaraki, Osaka, 567-0047, Japan; The Institute of Mathematics and Statistics, University of São Paulo, Rua do Matao, 1010, Cidade Universitaria, São Paulo, SP 05508-090, Brazil","Isotani, S., The Institute of Scientific and Industrial Research, Department of Knowledge Systems, Osaka University, 8-1 Mihogaoka, Ibaraki, Osaka, 567-0047, Japan; Brandão, L.d.O., The Institute of Mathematics and Statistics, University of São Paulo, Rua do Matao, 1010, Cidade Universitaria, São Paulo, SP 05508-090, Brazil","One of the key issues in e-learning environments is the possibility of creating and evaluating exercises. However, the lack of tools supporting the authoring and automatic checking of exercises for specifics topics (e.g., geometry) drastically reduces advantages in the use of e-learning environments on a larger scale, as usually happens in Brazil. This paper describes an algorithm, and a tool based on it, designed for the authoring and automatic checking of geometry exercises. The algorithm dynamically compares the distances between the geometric objects of the student's solution and the template's solution, provided by the author of the exercise. Each solution is a geometric construction which is considered a function receiving geometric objects (input) and returning other geometric objects (output). Thus, for a given problem, if we know one function (construction) that solves the problem, we can compare it to any other function to check whether they are equivalent or not. Two functions are equivalent if, and only if, they have the same output when the same input is applied. If the student's solution is equivalent to the template's solution, then we consider the student's solution as a correct solution. Our software utility provides both authoring and checking tools to work directly on the Internet, together with learning management systems. These tools are implemented using the dynamic geometry software, iGeom, which has been used in a geometry course since 2004 and has a successful track record in the classroom. Empowered with these new features, iGeom simplifies teachers' tasks, solves non-trivial problems in student solutions and helps to increase student motivation by providing feedback in real time. © 2008 Elsevier Ltd. All rights reserved.","Automatically checking exercises; Distance education; Dynamic geometry; Geometry; iGeom","E-learning; Education; Geometry; Internet; Multimedia systems; School buildings; Students; Automatically checking exercises; Correct solution; Distance education; Dynamic geometry; E-learning environments; Geometric constructions; Geometric objects; iGeom; Learning Management Systems; Non-trivial; Real time; Student motivation; Track records; Solutions",,,,,,,,,,,,"English",Article,"Final","All Open Access, Green",Scopus,2-s2.0-48549095545
"Grigera J., Garrido A., Rivero J.M., Rossi G.","36175683500;7102279646;36662860600;7402913455;","Automatic detection of usability smells in web applications",2017,"International Journal of Human Computer Studies","97",,,"129","148",,29,"10.1016/j.ijhcs.2016.09.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988645697&doi=10.1016%2fj.ijhcs.2016.09.009&partnerID=40&md5=d4ab6f9d3e6a54378f66c265f5d853a1","LIFIA, Facultad de Informática, UNLP, La Plata, Argentina; CONICET, Argentina","Grigera, J., LIFIA, Facultad de Informática, UNLP, La Plata, Argentina; Garrido, A., LIFIA, Facultad de Informática, UNLP, La Plata, Argentina, CONICET, Argentina; Rivero, J.M., LIFIA, Facultad de Informática, UNLP, La Plata, Argentina, CONICET, Argentina; Rossi, G., LIFIA, Facultad de Informática, UNLP, La Plata, Argentina, CONICET, Argentina","Usability assessment of web applications continues to be an expensive and often neglected practice. While large companies are able to spare resources for studying and improving usability in their products, smaller businesses often divert theirs in other aspects. To help these cases, researches have devised automatic approaches for user interaction analysis, and there are commercial services that offer automated usability statistics at relatively low fees. However, most existing approaches still fall short in specifying the usability problems concretely enough to identify and suggest solutions. In this work we describe usability smells of user interaction, i.e., hints of usability problems on running web applications, and the process in which they can be identified by analyzing user interaction events. We also describe USF, the tool that implements the process in a fully automated way with minimum setup effort. USF analyses user interaction events on-the-fly, discovers usability smells and reports them together with a concrete solution in terms of a usability refactoring, providing usability advice for deployed web applications. © 2016 Elsevier Ltd","Log analysis; Refactoring; Usability testing; Web-based interaction","Concretes; Odors; World Wide Web; Automatic approaches; Automatic Detection; Commercial services; Log analysis; Refactorings; Usability assessment; Usability testing; Web based; Usability engineering",,,,,,,,,,,,"English",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84988645697
"Barrios A., Panche S., Duque M., Grisales V.H., Prieto F., Villa J.L., Chevrel P., Canu M.","55499187700;55499203900;7004864427;39161318100;56689499100;55498635300;6602908026;26647351600;","A multi-user remote academic laboratory system",2013,"Computers and Education","62",,,"111","122",,29,"10.1016/j.compedu.2012.10.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869883487&doi=10.1016%2fj.compedu.2012.10.011&partnerID=40&md5=945d9a8450c06bee83ac61e4f87f4171","Department of Electrical and Electronic Engineering, Universidad de Los Andes, Bogotá, Colombia; Department of Mechanical and Mechatronics Engineering, Universidad Nacional de Colombia, Sede Bogotá, Carrera 30 No 45-03, Bogotá, Colombia; Department of Electrical and Electronic Engineering, Universidad Tecnológica de Bolívar, Cartagena, Colombia; Department of Automatic Control, Ecole des Mines de Nantes, Nantes, France","Barrios, A., Department of Electrical and Electronic Engineering, Universidad de Los Andes, Bogotá, Colombia; Panche, S., Department of Mechanical and Mechatronics Engineering, Universidad Nacional de Colombia, Sede Bogotá, Carrera 30 No 45-03, Bogotá, Colombia; Duque, M., Department of Electrical and Electronic Engineering, Universidad de Los Andes, Bogotá, Colombia; Grisales, V.H., Department of Mechanical and Mechatronics Engineering, Universidad Nacional de Colombia, Sede Bogotá, Carrera 30 No 45-03, Bogotá, Colombia; Prieto, F., Department of Mechanical and Mechatronics Engineering, Universidad Nacional de Colombia, Sede Bogotá, Carrera 30 No 45-03, Bogotá, Colombia; Villa, J.L., Department of Electrical and Electronic Engineering, Universidad Tecnológica de Bolívar, Cartagena, Colombia; Chevrel, P., Department of Automatic Control, Ecole des Mines de Nantes, Nantes, France; Canu, M., Department of Automatic Control, Ecole des Mines de Nantes, Nantes, France","This article describes the development, implementation and preliminary operation assessment of Multiuser Network Architecture to integrate a number of Remote Academic Laboratories for educational purposes on automatic control. Through the Internet, real processes or physical experiments conducted at the control engineering laboratories of four universities are remotely operated. Through an internet connection to the Manager Administration Server, a remote experiment to design and test a modeling and control algorithm can be performed. The suggested Network Architecture is based on the Singlet-Server model and uses a database server to record important information that helps create a new remote experiment, including a Graphical User Interface (Applet) developed with Easy Java Simulation, which allows the simple integration of new processes to the Manager Administrator. Results of a real-physical-process remote manipulation through the proposed network architecture are presented as well as results of an academic pilot test conducted to measure functional aspects related to the operation of the remote system when carrying out remote-laboratory work. © 2012 Elsevier Ltd. All rights reserved.","Control processes; E-learning; Learning management systems; Remote labs; Software architecture","Academic laboratory; Administration server; Control engineering; Control process; Data-base servers; Design and tests; Functional aspects; Internet connection; Java simulations; Learning management system; Modeling and control; Multi-user; Physical experiments; Pilot tests; Remote experiments; Remote labs; Remote manipulation; Remote systems; Algorithms; Automation; Computer simulation; Control; E-learning; Education; Experiments; Graphical user interfaces; Laboratories; Management; Managers; Network architecture; Software architecture; Process control",,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-84869883487
"Delgado G.C.","23392182700;","Economics and governance of nanomaterials: Potential and risks",2010,"Technology in Society","32","2",,"137","144",,28,"10.1016/j.techsoc.2010.03.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953023012&doi=10.1016%2fj.techsoc.2010.03.002&partnerID=40&md5=97240195f51c53d8dba65037d76e03f9","Interdisciplinary Research Centre on Sciences and Humanities, National Autonomous University of Mexico, Torre II de Humanidades, 5to. Piso. Del, Coyoacán, D.F. 04510, Mexico","Delgado, G.C., Interdisciplinary Research Centre on Sciences and Humanities, National Autonomous University of Mexico, Torre II de Humanidades, 5to. Piso. Del, Coyoacán, D.F. 04510, Mexico","The ability to manipulate matter at the nano-scale promises to unleash enormous potential for diverse applications and innovations ranging from new materials for textiles, packaging, and food, to sophisticated medical procedures and treatments. The possibilities of nanomaterials also bring important economic potential. Both public and private funding have increased exponentially, as well as the number of patents, and market quotas. Nanotechnology also carries with it major concerns, such as safety and whether or not it will be accepted by society. This paper analyzes the main economic indicators of nanotechnology, and assesses relevant safety concerns and proposals for accountability and management of nanomaterials today. © 2010 Elsevier Ltd.","Nanomaterials; Nanotechnology; Nanotoxicology; Post-normal science; Risk; Standardization; Uncertainty","Diverse applications; Economic indicators; Economic potentials; Medical procedures; Nano scale; Nanomaterials; Nanotoxicology; New material; Post-normal science; Private funding; Safety concerns; Packaging materials; Standardization; Textiles; Nanostructured materials; accountability; economic analysis; governance approach; innovation; nanotechnology; risk assessment; safety; science and technology; standardization",,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-77953023012
"Williams P.J., Iglesias J., Barak M.","56701466200;55415379200;7006694214;","Problem based learning: Application to technology education in three countries",2008,"International Journal of Technology and Design Education","18","4",,"319","335",,28,"10.1007/s10798-007-9028-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50849098510&doi=10.1007%2fs10798-007-9028-2&partnerID=40&md5=48ec488081f004755ca4cbdad3a5935f","School of Education, Edith Cowan University, 2 Bradford Street, Mount Lawley, WA 6050, Australia; University of Atacama, Copiapó, Chile; Ben-Gurion University of the Negev, P.O. Box 653, Beer-Sheva 84105, Israel","Williams, P.J., School of Education, Edith Cowan University, 2 Bradford Street, Mount Lawley, WA 6050, Australia; Iglesias, J., University of Atacama, Copiapó, Chile; Barak, M., Ben-Gurion University of the Negev, P.O. Box 653, Beer-Sheva 84105, Israel","An increasing variety of professional educational and training disciplines are now problem based (eg, medicine, nursing, engineering, community health), and they may have a corresponding variety of educational objectives. However, they all have in common the use of problems in the instructional sequence. The problems may be as diverse as a mechanical predicament, an unexplained phenomena, or patient symptoms. Technology education in secondary schools is undergoing a period of significant change in many countries. It is therefore imperative that technology teacher education adopt not only the technologies that have been identified as being important, but also incorporate appropriate methodologies for the instruction of these technologies. PBL offers a number of relevant features to technology education and it is because of these that the project outlined in this paper has been developed. © 2007 Springer Science+Business Media, Inc.","Problem based learning; Problem solving; Technology education","Computer networks; Problem based learning; Problem solving; Technology education; Education",,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-50849098510
"Tsaparlis G., Kousathana M., Niaz M.","6602572690;6508348191;7006032629;","Molecular-equilibrium problems: Manipulation of logical structure and of M-demand, and their effect on student performance",1998,"Science Education","82","4",,"437","454",,28,"10.1002/(SICI)1098-237X(199807)82:4<437::AID-SCE2>3.0.CO;2-C","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032372135&doi=10.1002%2f%28SICI%291098-237X%28199807%2982%3a4%3c437%3a%3aAID-SCE2%3e3.0.CO%3b2-C&partnerID=40&md5=f4995472fbab8faae597a7148e26194f","Department of Chemistry, University of Ioannina, GR-451 10 Ioannina, Greece; Chemistry Department, Universidad de Oriente, Cumana, Estado Sucre, Venezuela","Tsaparlis, G., Department of Chemistry, University of Ioannina, GR-451 10 Ioannina, Greece; Kousathana, M., Department of Chemistry, University of Ioannina, GR-451 10 Ioannina, Greece; Niaz, M., Chemistry Department, Universidad de Oriente, Cumana, Estado Sucre, Venezuela","Molecular-equilibrium (chemical-equilibrium) problems are among the most important, and at the same time most complex and difficult general chemistry problems. In this work, we examine the effect on student performance of the manipulation of the logical structure as well as of the M-demand of these problems. In addition, we study the relationship between student performance on the problems and a number of cognitive variables, viz., developmental level, working memory capacity, functional M-capacity and disembedding ability of students. In addition, we test the validity of the Johnstone-El-Banna model. Nine problems of varying number of operative schemata, as well as of varying number of M-demand, were used. The number of schemata varied from a minimum of two, to a maximum of four, while within each logical schema we had specific mental demand (M-demand), varying from four to six. As basic molecular-equilibrium schemata in these problems, we considered the following: (1) the process of establishment of chemical equilibrium; (2) the condition of chemical equilibrium; (3) the case of gaseous systems, with use of partial and total pressures as well as of Kp; and (4) the disturbance of equilibrium and the establishment of a new equilibrium. The correlation between student performance in the schemata and the steps of the problem solutions is low when the number of schemata is low, but high when this number is high. Of the cognitive factors studied, developmental level plays the most important role, especially as the logical structure of the problem increases. The other three cognitive variables also have an effect, with working memory capacity leading. The findings are mainly attributed to the fact that the problems were rather algorithmic exercises for the students, because of familiarity and training. © 1998 John Wiley &amp; Sons, Inc.",,,,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-0032372135
"Niaz M., Robinson W.R.","7006032629;57210550749;","Teaching algorithmic problem solving or conceptual understanding: Role of developmental level, mental capacity, and cognitive style",1993,"Journal of Science Education and Technology","2","2",,"407","416",,28,"10.1007/BF00694529","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038846631&doi=10.1007%2fBF00694529&partnerID=40&md5=bcec7b3c3406c4836d634830a0feb092","Chemistry Department, Universidad de Oriente, Apartado Postal 90, Cumana, Estado Sucre, Venezuela; Department of Chemistry, Purdue University, West Lafayette, 47907, Indiana, United States","Niaz, M., Chemistry Department, Universidad de Oriente, Apartado Postal 90, Cumana, Estado Sucre, Venezuela; Robinson, W.R., Department of Chemistry, Purdue University, West Lafayette, 47907, Indiana, United States","It has been shown previously that many students solve chemistry problems using only algorithmic strategies and do not understand the chemical concepts on which the problems are based. It is plausible to suggest that if the information is presented in differing formats, the cognitive demand of a problem changes. The main objective of this study is to investigate the degree to which cognitive variables, such as developmental level, mental capacity, and disembedding ability explain student performance on problems which: (1) could be addressed by algorithms or (2) require conceptual understanding. All conceptual problems used in this study were based on a figurative format. The results obtained show that in all four problems requiring algorithmic strategies, developmental level of the students is the best predictor of success. This could be attributed to the fact that these are basically computational problems, requiring mathematical transformations. Although all three problems requiring conceptual understanding had an important aspect in common (the figurative format), in all three the best predictor of success is a different cognitive variable. It was concluded that: (1) the ability to solve computational problems (based on algorithms) is not the major factor in predicting success in solving problems that require conceptual understanding; (2) solving problems based on algorithmic strategies requires formal operational reasoning to a certain degree; and (3) student difficulty in solving problems that require conceptual understanding could be attributed to different cognitive variables. © 1993 Plenum Publishing Corporation.","cognitive variables; conceptual understanding algorithms; problem solving",,,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-0038846631
