Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Language of Original Document,Document Type,Publication Stage,Open Access,Source,EID
"Dos Santos L.F., De Melo Teles R.A.","55326368300;55326506300;","Painting, folding, cutting and drawing: Teaching symmetry and visual arts in mathematics textbooks for the initial primary school years [Pintar, dobrar, recortar e desenhar: O ensino da simetria e artes visuais em livros didáticos de matemática para os anos iniciais do ensino fundamental]",2012,"Bolema - Mathematics Education Bulletin","26","42 A",,"291","310",,2,"10.1590/s0103-636x2012000100013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864523677&doi=10.1590%2fs0103-636x2012000100013&partnerID=40&md5=d0f2072079c9580a190d0faf964999e3","Universidade Federal de Pernambuco (UFPE), Recife, PE, Brazil; Rua Oitenta e Seis, Quadra 64, Bloco 11; Apto 304, Maranguape I, CEP: 53441-320. Paulista, PE, Brazil; Departamento de Métodos e Técnicas de Ensino (DMTE), Programa de Pos-Graduacao em Educacao Matematica e Tecnologica, Universidade Federal de Pernambuco (UFPE), Rua Luis Rodolfo de Araujo, no 60; Apto 302, Aflitos, CEP: 52050-052. Recife, PE, Brazil","Dos Santos, L.F., Universidade Federal de Pernambuco (UFPE), Recife, PE, Brazil, Rua Oitenta e Seis, Quadra 64, Bloco 11; Apto 304, Maranguape I, CEP: 53441-320. Paulista, PE, Brazil; De Melo Teles, R.A., Departamento de Métodos e Técnicas de Ensino (DMTE), Programa de Pos-Graduacao em Educacao Matematica e Tecnologica, Universidade Federal de Pernambuco (UFPE), Rua Luis Rodolfo de Araujo, no 60; Apto 302, Aflitos, CEP: 52050-052. Recife, PE, Brazil","In this article we analyze activities which link symmetry and visual arts in books for teaching mathematics in the initial years of primary school. We identified a diversity of artistic modes (drawing, folding, patterns, etchings, painting, architecture) distributed sporadically throughout 17 sets of textbooks. 45% of 200 activities consist of drawing and the other 55% are composed of a variety of other media. We point out theoretical elements linked to the properties of mirror symmetry and translational symmetry in the range of activities explored. A degree of intuitive and pragmatic engagement was observed, but not necessarily an increase in the complexity of artistic engagement from one grade to another, as was originally suggested in the Teaching Guide. The collection and interpretation of data was based upon the content analysis method described by Bardin (2000) and theoretical analysis in Michel Henry (2006).","Interdisciplinary; Symmetry; Teaching Texts; Visual Arts",,,,,,,,,,,,,"Portuguese",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84864523677
"Meneghetti R.C.G., Redling J.P.","55313406400;55313323100;","Alternative tasks for the teaching and the learning of functions: Analysis of an intervention in the high school [Tarefas alternativas para o ensino e a aprendizagem de funçõ es: Análise de uma intervenção no ensino médio]",2012,"Bolema - Mathematics Education Bulletin","26","42 A",,"193","229",,2,"10.1590/s0103-636x2012000100010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863852334&doi=10.1590%2fs0103-636x2012000100010&partnerID=40&md5=a62a51ebecc2312d6076f2539d770ea0","Instituto de Ciências Matemáticas de Computação, Universidade de São Paulo (ICMC-USP), Avenida do trabalhador são-carlense, n.400, centro C.P. 668, CEP: 13560-970. São Carlos, SP, Brazil; Instituto de Química de São Carlos (IQSC), Universidade de São Paulo (USP), Rua Jorge Chamas Sobrinho, 465 - Jd Margarida, CEP: 13630-620. Pirassununga, SP, Brazil","Meneghetti, R.C.G., Instituto de Ciências Matemáticas de Computação, Universidade de São Paulo (ICMC-USP), Avenida do trabalhador são-carlense, n.400, centro C.P. 668, CEP: 13560-970. São Carlos, SP, Brazil; Redling, J.P., Instituto de Química de São Carlos (IQSC), Universidade de São Paulo (USP), Rua Jorge Chamas Sobrinho, 465 - Jd Margarida, CEP: 13630-620. Pirassununga, SP, Brazil","In this paper we focus on the application of two mathematical alternative tasks to the teaching and learning of functions with high school students. The tasks were elaborated according to the following methodological approach: (i) Problem Solving and/or mathematics investigation and (ii) a pedagogical proposal, which defends that mathematical knowledge is developed by means of a balance between logic and intuition. We employed a qualitative research approach (characterized as a case study) aimed at analyzing the didactic pedagogical potential of this type of methodology in high school. We found that tasks such as those presented and discussed in this paper provide a more significant learning for the students, allowing a better conceptual understanding, becoming still more powerful when one considers the social-cultural context of the students.","Functions; High School; Mathematics Investigation; Meaningful Learning; Pedagogical Proposal; Problem Solving",,,,,,,,,,,,,"Portuguese",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84863852334
"Ara A., Louzada F.","55210159800;54976304900;","Describing some of the dimensions that comprise the profile of the faculty staff of statistics departments in Brazil [Descrição de algumas das dimensões que compõem o perfil do corpo docente dos departamentos de Estatística do Brasil]",2012,"Bolema - Mathematics Education Bulletin","26","42 A",,"23","38",,2,"10.1590/s0103-636x2012000100003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863838400&doi=10.1590%2fs0103-636x2012000100003&partnerID=40&md5=e8fe412b89d7aec2d9c47c643a556c81","Departamento de Estatística, Universidade Federal de São Carlos (UFSCar), Rod. Washington Luiz, km 235, CP 676, CEP: 13565-905. São Carlos, SP, Brazil; Instituto de Ciências Matemáticas e de Computaçã o, Universidade de São Paulo (ICMC-USP), Brazil; Departamento de Estatística, Universidade Federal de São Carlos (UFSCar), Av. Trabalhador Sãocarlense, 400, CP 668, Centro, CEP: 13.566-590. São Carlos, SP, Brazil","Ara, A., Departamento de Estatística, Universidade Federal de São Carlos (UFSCar), Rod. Washington Luiz, km 235, CP 676, CEP: 13565-905. São Carlos, SP, Brazil; Louzada, F., Instituto de Ciências Matemáticas e de Computaçã o, Universidade de São Paulo (ICMC-USP), Brazil, Departamento de Estatística, Universidade Federal de São Carlos (UFSCar), Av. Trabalhador Sãocarlense, 400, CP 668, Centro, CEP: 13.566-590. São Carlos, SP, Brazil","Statistics is a required course in virtually all undergraduate programs in Brazilian universities. In addition, undergraduate programs in Statistics are offered in many public universities. However, despite the importance of this science, there are no systematic studies in the national literature regarding the characterization of the faculty staff, which is responsible for the teaching of statistics in the country. In this context, this paper presents a description of the faculty members of undergraduate courses in Statistics. This description was based on a descriptive sample, related to aspects of their education and scientific production. A prediction of future demand for PhDs in Statistics to fill the vacancies is also provided based on the retirement of faculty members in undergraduate courses in Statistics in the country.","Demand for PhDs in Statistics; Profile of the Faculty Staff; Undergraduate Courses in Statistics",,,,,,,,,,,,,"Portuguese",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84863838400
"Skovsmose O., Scandiuzzi P.P., Valero P., Alrø H.","15763801800;55313642400;55109605800;55313642300;","Learning mathematics in a borderland position: Students' foregrounds and intentionality in a brazilian favela [A aprendizagem matemática em uma posição de fronteira: Foregrounds e intencionalidade de estudantes de uma favela brasileira]",2012,"Bolema - Mathematics Education Bulletin","26","42 A",,"231","260",,2,"10.1590/s0103-636x2012000100011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863828905&doi=10.1590%2fs0103-636x2012000100011&partnerID=40&md5=fafa0239bb1cb3112aad54bea0a60a12","Department of Education and Philosophy, Aalborg University, Denmark; Universidade Estadual Paulista (UNESP), Departamento de Matemática, Av. 24-A, 1515, Bela Vista, Rio Claro, SP, Brazil; Faculdade de Filosofia e Ciências, Universidade Estadual Paulista (Unesp), Campus de Marília, Rua Cristovão Colombo, 2265, Jardim Nazareth, 15054-000. Sao Jose do Rio Preto, SP, Brazil; Department of Learning and Philosophy, Aalborg University, Sohngaardsholmsvej 2, DK-9000 Aalborg, Denmark; Department of Communication, Aalborg University, Kroghstræde 1, DK-9220 Aalborg East, Denmark","Skovsmose, O., Department of Education and Philosophy, Aalborg University, Denmark, Universidade Estadual Paulista (UNESP), Departamento de Matemática, Av. 24-A, 1515, Bela Vista, Rio Claro, SP, Brazil; Scandiuzzi, P.P., Faculdade de Filosofia e Ciências, Universidade Estadual Paulista (Unesp), Campus de Marília, Rua Cristovão Colombo, 2265, Jardim Nazareth, 15054-000. Sao Jose do Rio Preto, SP, Brazil; Valero, P., Department of Learning and Philosophy, Aalborg University, Sohngaardsholmsvej 2, DK-9000 Aalborg, Denmark; Alrø, H., Department of Communication, Aalborg University, Kroghstræde 1, DK-9220 Aalborg East, Denmark","In a large metropolis, students from different neighbourhoods can experience very different life opportunities. This can influence their attitude towards schooling and learning, including the learning of mathematics. We interviewed a group of six students from a favela in a large city in the interior of the state of São Paulo in Brazil. We invited the students to look into their future and explore whether or not there could be learning motives that linked mathematics in school to possible out-of-school practices, either in terms of possible future jobs or further studies. We identified some themes in the students' descriptions of their experiences. The first theme is discrimination. The students feel discriminated against due to the fact that they come from a poor neighbourhood. They fear being trapped in some stereotypes. The second theme is escape. There is a strong motivation to begin a new life away from the favela. A third theme concerns the obscurity of mathematics. It seems clear to everybody that education is relevant to ensure a change in life. However, the mathematics lessons do not provide any clues regarding how mathematics might function is this respect. The fourth theme is uncertainty with respect to the future. The students could easily formulate almost unattainable aspirations, while reality might impose some very heavy limitations. In this article we introduce a theoretical framework for discussing the relation between favela students' life conditions in relation to their educational experiences and opportunities. Students' intentions for learning are related to their foregrounds, that is, how they perceive their future possibilities, as made evident to them by their social environment. Students in a favela could experience what we call a borderland position, a relational space where individuals meet their social environment and come to terms with the multiple choices that cultural and economic diversity make available to them.","Borderland Position; Discrimination; Intentionality; Obscurity of Mathematics; Students' Foreground; Uncertainty with Respect to the Future",,,,,,,,,,,,,"Portuguese",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84863828905
"Vizolli I., Santos R.M.G., MacHado R.F.","55312780100;55958259500;55958757200;","Quilombola ways of knowing: A study about the production process of the cassava flour [Saberes quilombolas: Um estudo no processo de produção da farinha de mandioca]",2012,"Bolema - Mathematics Education Bulletin","26","42 B",,"589","608",,2,"10.1590/s0103-636x2012000200009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863806317&doi=10.1590%2fs0103-636x2012000200009&partnerID=40&md5=20cd678e3be1c2d03bf16fa0e70fa1dc","Universidade Federal do Tocantins (UFT), Campus de Arraias, Avenida Universitária, s/n, CEP: 77330-000. Arraias, TO, Brazil; Rede Pública do Estado do Tocantins, Rua Geral, Lagoa da Pedra, CEP: 77330-000. Arraias, TO, Brazil","Vizolli, I., Universidade Federal do Tocantins (UFT), Campus de Arraias, Avenida Universitária, s/n, CEP: 77330-000. Arraias, TO, Brazil; Santos, R.M.G., Universidade Federal do Tocantins (UFT), Campus de Arraias, Avenida Universitária, s/n, CEP: 77330-000. Arraias, TO, Brazil; MacHado, R.F., Rede Pública do Estado do Tocantins, Rua Geral, Lagoa da Pedra, CEP: 77330-000. Arraias, TO, Brazil","This study aimed to recognize mathematical ideas in the process of producing cassava flour in the Lagoa da Pedra Quilombola Community, in Arraias, TO. Authors such as D'Ambrosio, Knijnik, among others, have described how people, in their day-today practices, find their own ways of solving problems that involve mathematical conceptions, and that these ways are peculiar to their culture. Using an ethnographic research approach, the data and the information collected included video recordings, photos, notations, observations, interviews, and participation in the fabrication process of the cassava flour. The results show that the Lagoa da Pedra Quilombolas developed a series of mathematical conceptions that are manifested in the cassava flour production process, such as: the use of a conventional measurement system, for example, meter, ton, kilogram and time measures, among others; and non-conventional measures such as, vara, braça, quadro, tarefa.","Cassava Flour; Mathematic Ideas; Quilombolas",,,,,,,,,,,,,"Portuguese",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84863806317
"Bicudo M.A.V., Paulo R.M.","35797026000;55588263900;","A philosophical study of research in mathematics education in Brazil [Um Exerci{dotless acute}cio Filosófico sobre a Pesquisa em Educação Matemática no Brasil]",2011,"Bolema - Mathematics Education Bulletin","25","41",,"251","298",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873659965&partnerID=40&md5=ab6fe7f2cadeb0e011b1b1cf303de51a","Faculdade de Ciências Sociais, Letras e Educação, Universidade Estadual Paulista (UNESP), Departamento de Matemática, Avenida 24 A, n. 1515, Bela Vista, CEP: 13506-900, Rio Claro, SP, Brazil; Universidade Estadual Paulista (UNESP), Departamento de Matemática, Faculdade de Engenharia de Guaratinguetá, Rua Dr. Ariberto Pereira da Cunha, 333, Pedregulho, CEP, Guaratinguetá, SP, Brazil","Bicudo, M.A.V., Faculdade de Ciências Sociais, Letras e Educação, Universidade Estadual Paulista (UNESP), Departamento de Matemática, Avenida 24 A, n. 1515, Bela Vista, CEP: 13506-900, Rio Claro, SP, Brazil; Paulo, R.M., Universidade Estadual Paulista (UNESP), Departamento de Matemática, Faculdade de Engenharia de Guaratinguetá, Rua Dr. Ariberto Pereira da Cunha, 333, Pedregulho, CEP, Guaratinguetá, SP, Brazil","In this research we present a meta-comprehension about the research on Mathematics Education developed in Brazil through an hermeneutical analysis of the texts presented and discussed on the III SIPEM - International Seminar on Mathematics Education occurred on 2006. We present the trends that were identified in the research and emphasize the interrogations, questions and problems they address as well as their scientific, philosophical, and methodological rigor. We present the nucleus of ideas present in Mathematics Education research in Brazil as we transcend the individual production of research, focusing on the references of national and international authors. We conclude that the research analyzed has been clearly designed, introducing conceptions of and ways of working with Mathematics that address issues related to education, society, culture, teaching, learning, and history of Mathematics Education.","Hermeneutical analysis; Mathematics education; Phenomenology; Research",,,,,,,,,,,,,"Portuguese",Article,"Final","",Scopus,2-s2.0-84873659965
"Murari C.","57199717426;","Experiencing manipulative material for the teaching and learning of mathematics [Experienciando Materiais Manipulativos para o Ensino e a Aprendizagem da Matemática]",2011,"Bolema - Mathematics Education Bulletin","25","41",,"187","211",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873650950&partnerID=40&md5=3d78bba86c8b6e557b1ca0d38c10ecbe","Universidade Estadual Paulista (UNESP), UNESP - Depto.de Matemática, Av. 24-A, no1515, Bela Vista, CEP: 13506-900, Rio Claro, SP, Brazil","Murari, C., Universidade Estadual Paulista (UNESP), UNESP - Depto.de Matemática, Av. 24-A, no1515, Bela Vista, CEP: 13506-900, Rio Claro, SP, Brazil","This paper presents some outcomes from research based on classroom experiences. The main themes are the use of mirrors, kaleidoscopes, dynamic geometry software, and manipulative material considering their possibilities for the teaching and learning of Euclidean and non-Euclidean geometries.","Kaleidoscopes; Manipulative material; Mirrors; Software of dinamic geometry",,,,,,,,,,,,,"Portuguese",Article,"Final","",Scopus,2-s2.0-84873650950
"Lopes J.M.","42861970000;","A proposal for the study of classical conception of probability [Uma proposta didático-pedagógica para o estudo da concepção clássica de probabilidade]",2011,"Bolema - Mathematics Education Bulletin","24","39",,"607","628",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82355190961&partnerID=40&md5=20c647bd0b001968d6a91f5c3092190e","Universidade Estadual Paulista (FEIS/UNESP), Brazil","Lopes, J.M., Universidade Estadual Paulista (FEIS/UNESP), Brazil","We present in this paper a pedagogical-didactic proposal for the teaching of Laplace Probability. The starting point for building the concept of probability is a game situation associated with the methodology of problem-solving. The theoretical reference for the concept of game is constructivist teaching of mathematics. Mathematical knowledge is constructed based on problems that generate new concepts and / or new content. The proposed game is original. Our proposal can be used both in the last cycle of basic education but also in high school, and may inform the practice of teachers who teach basic concepts of probability.","Games; Probability; Problem Solving; Teaching and learning",,,,,,,,,,,,,"Portuguese",Article,"Final","",Scopus,2-s2.0-82355190961
"Nagamine C.M.L., Henriques A., Utsumi M.C., Cazorla I.M.","54411138100;54410656300;54411257700;6504633816;","Praxeological analysis of the Random Walks of Monica [Análise praxeológica dos Passeios Aleatórios da Mônica]",2011,"Bolema - Mathematics Education Bulletin","24","39",,"451","472",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82355165181&partnerID=40&md5=74e1e854de57b741b62fc1e9618a78c5","Universidade Estadual de Santa Cruz (UESC), Ilhéus, BA, Brazil; Instituto de Ciências Matemáticas e Computação, Universidade Estadual de São Paulo(ICMCUSP), São Carlos, SP, Brazil","Nagamine, C.M.L., Universidade Estadual de Santa Cruz (UESC), Ilhéus, BA, Brazil; Henriques, A., Universidade Estadual de Santa Cruz (UESC), Ilhéus, BA, Brazil; Utsumi, M.C., Instituto de Ciências Matemáticas e Computação, Universidade Estadual de São Paulo(ICMCUSP), São Carlos, SP, Brazil; Cazorla, I.M., Universidade Estadual de Santa Cruz (UESC), Ilhéus, BA, Brazil","This paper aims to present the possible contributions of Anthropological Theory of Didactics in a priori analysis of the didactic sequence The Random Walks of Monica. This sequence addresses elementary concepts of probability theory for Basic Education, and has undergone improvements based on the recommendations of the National Curricular Parameters, favoring active participation of the subjects, who constantly interact with the tasks and are challenged to make decisions regarding each result. Analysis revealed that this sequence makes it possible to highlight a complete praxeological organization (Task/Technique/Technology/Theory) and reverses the usual praxeology, because it starts with a problem situation, from which emerge the intuitive conceptions of probabilit, the frequentist probability, resulting from random experimentation, and the theoretical probability (Laplace) calculated from the mathematical modeling, using the diagram of possibilities.","Anthropological theory of didactics; Basic education; Didactic sequence; National curricular parameters; Teaching of probability",,,,,,,,,,,,,"Portuguese",Article,"Final","",Scopus,2-s2.0-82355165181
"Ruiz B., Batanero C., Arteaga P.","7005103053;6508317702;54410144000;","Coordination between random variable and statistical variable in the execution of informal inferences by preserviceteachers [Vinculación de la variable aleatoria y estadística en la realización de inferencias informales por parte de futuros profesores]",2011,"Bolema - Mathematics Education Bulletin","24","39",,"431","449",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82355163524&partnerID=40&md5=317cc56ca76ee489532a15c66d95f0f3","Departamento de Matemáticas, Instituto Tecnológico y de Estudios Superiores de Monterrey, Mexico; Departamento de Didáctica de la Matemática, Facultad de Educación, Spain","Ruiz, B., Departamento de Matemáticas, Instituto Tecnológico y de Estudios Superiores de Monterrey, Mexico; Batanero, C., Departamento de Didáctica de la Matemática, Facultad de Educación, Spain; Arteaga, P., Departamento de Didáctica de la Matemática, Facultad de Educación, Spain","Inference on random variables is carried out by analyzing the distribution of the associated statistical variable, whose statistics summaries provide information on the random variable distribution. In a double modeling process, the statistical variable models the observed data and the random variable the statistics variable behavior in the population from which the sample was taken. In this paper, we analyze the work with these two models in an open-ended task by 101 pre-service primary school teachers. Most participants build the statistics variable distribution and correctly compute the central position and spread statistics. However, we observed problems in making informal inferences on the random variable by a significant proportion of pre-service teachers, few of whom completed the modeling cycle and interpreted the mathematical results in the problem context.","Distributions; Projects; Random variable; Statistical variable; Teacher education",,,,,,,,,,,,,"Spanish",Article,"Final","",Scopus,2-s2.0-82355163524
"Canul E., Dolores C., Martínez-Sierra G.","51160909100;35795298200;37108780000;","From global conception to local conception. the case of the tangent line in the framework of mathematical convention [De la concepción global a la concepción local. el caso de la recta tangente en el marco de la convención matemática]",2011,"Revista Latinoamericana de Investigacion en Matematica Educativa","14","2",,"173","202",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053117543&partnerID=40&md5=65b15f93abf40123a27b8188ab0b8583","Benemérita y Centenaria Escuela Normal de Education Primaria Rodolfo Menendez de la Pena, Mexico; Centro de Investigation en Matematica Educativa (CIMATE), UAG, Mexico; Centro de Investigatión en Ciencia Aplicada, Tecnología Avanzada del Instituto Politécnico National, Mexico","Canul, E., Benemérita y Centenaria Escuela Normal de Education Primaria Rodolfo Menendez de la Pena, Mexico; Dolores, C., Centro de Investigation en Matematica Educativa (CIMATE), UAG, Mexico; Martínez-Sierra, G., Centro de Investigatión en Ciencia Aplicada, Tecnología Avanzada del Instituto Politécnico National, Mexico","This document shows the results of research aiming to facilitate the transition from the global conception (Euclidean) of the tangent line to the local conception (Leibnizian) through mathematical convention. For this purpose, we designed a series of activities that led higher education students (1819 years old) to look for consensus, which would allow them to overcome the cognitive conflict resulting from the contradictory nature of the conception of tangent that touches a point on the curve with the conception that admits that it can be cut. The results indicate that most of the students were able to overcome the cognitive conflict by establishing a mathematical convention that redefines the Euclidean tangent and replaces it with the Leibnizian tangent.","Cognitive conflict; Euclidean tangent; Leibnizian tangent; Mathematical convention",,,,,,,,,,,,,"English; Spanish",Article,"Final","",Scopus,2-s2.0-80053117543
"Kataoka V.Y., de Oliveira A.C.S., de Souza A.A., Rodrigues A., de Oliveira M.S.","26639475900;23011182000;36172958900;55420226200;12804341400;","2nd grade primary school statistics education in lavras, minas gerais, brazil: Evaluation and intervention [A educac{ogonek}ão estatística no ensino fundamental ii em lavras, minas gerais, brasil: Avaliac{ogonek}ão e intervenc{ogonek}ão]",2011,"Revista Latinoamericana de Investigacion en Matematica Educativa","14","2",,"233","263",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053091870&partnerID=40&md5=dc4d85309f8310c7e54462e536fcdf8f","Universidade Bandeirante de São Paulo, Brazil; Universidade Federal do Mato Grosso, Brazil; Universidade Federal de Alagoas, Brazil; Centro Universitário do Sul de Minas e Fundacão Educacional de Oliveira, Brazil; Universidade Federal de Lavras, Departamento de Ciências Exatas, Brazil","Kataoka, V.Y., Universidade Bandeirante de São Paulo, Brazil; de Oliveira, A.C.S., Universidade Federal do Mato Grosso, Brazil; de Souza, A.A., Universidade Federal de Alagoas, Brazil; Rodrigues, A., Centro Universitário do Sul de Minas e Fundacão Educacional de Oliveira, Brazil; de Oliveira, M.S., Universidade Federal de Lavras, Departamento de Ciências Exatas, Brazil","During the 1st stage of this paper, an evaluation was carried out of the teaching of statistics in second grade primary school by means of interviews with 21 mathematics teachers in schools in Lavras, MG. Most of the teachers had studied the discipline of statistics during their training. Despite this fact, when dealing with statistical concepts, they do so in a strictly descriptive way, with excessive formality and no context. During the 2nd stage, 3 pedagogical sessions were provided in order to discuss various statistical and probability concepts with teachers by applying teaching sequences. By the end, a maturing and adaptation of statistical reasoning was observed in the teachers but the need to plan more courses and workshops in relation to basic statistical concepts was confirmed in order to promote statistical literacy in students.","Basic teaching ii statistical literacy mathematics teachers statistical reasoning statistical education",,,,,,,,,,,,,"English; Spanish",Article,"Final","",Scopus,2-s2.0-80053091870
"Matos J.M., Da Silva M.C.L.","56896823300;56281943500;","The modern mathematics movement and distinct curricular proposals for teaching geometry in Brazil and in Portugal [O movimento da matemática moderna e diferentes propostas curriculares para o ensino de geometria no Brasil e em Portugal]",2011,"Bolema - Mathematics Education Bulletin","24","38",,"171","196",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958150313&partnerID=40&md5=79388e6c258455b12141fcb1d6b29909","University of Geórgia, EUA, FCT, UNL-Universidade Nova de Lisboa, Rua Costa Goodolfim 2-1D, Lisboa, 1000-104, Portugal; Educação (Currículo) pela PUC/SP, GHEMAT, UNIFESP-Universidade Federal de São Paulo, Rua Arthur Ridel, 275, Diadema-São Paulo, CEP: 099720-270, Brazil","Matos, J.M., University of Geórgia, EUA, FCT, UNL-Universidade Nova de Lisboa, Rua Costa Goodolfim 2-1D, Lisboa, 1000-104, Portugal; Da Silva, M.C.L., Educação (Currículo) pela PUC/SP, GHEMAT, UNIFESP-Universidade Federal de São Paulo, Rua Arthur Ridel, 275, Diadema-São Paulo, CEP: 099720-270, Brazil","This article reflects about how changes in school mathematics during the Modern Mathematics Movement influence and modify curricular proposals for teaching geometry in Brazil and Portugal. Geometry curriculum is identified as a problem (DETIENNE, 2000) traversing the two countries, and consequently a privileged source for comparative studies. Four textbooks for the lower levels of secondary school were analysed. Two authors keep their proposals for geometry teaching - António Palma Fernandes and Osvaldo Sangiorgi - and two other textbooks - one from António de Almeida Costa e Alfredo Osório dos Anjos and another produced by a group of teachers in Bahiaintegrate the new ideas deeply changing the geometry course. We conclude that curriculum development through textbooks does not linearly follow international recommendations, even when these are not uniform, as is the case of geometry during the Modern Mathematics Movement. Productions of this new curricular moment hybridize external influences producing new cultural entities that are not mere copies of the international curricular suggestions. Instead, they diversify with variable degrees of success, adapting to the contingencies of each educational system.","Brazil; Modern Mathematics Movement; Portugal; Teaching geometry",,,,,,,,,,,,,"Portuguese",Article,"Final","",Scopus,2-s2.0-79958150313
"Lopez Bello S.E., Traversini C.S.","54917562000;35323440100;","Statistical knowledge and its inclusion in the curriculum to govern one and all [Saber estatístico e sua curricularização para o governamento de todos e de cada um]",2011,"Bolema - Mathematics Education Bulletin","24","40",,"855","871",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856206679&partnerID=40&md5=934de6f20872af1ab01031021e1a9508","Universidade Estadual de Campinas (UNICAMP), Universidade Federal Do Rio Grande Do sul (UFRGS), Bairro Petrópolis, Rua Riveira 225, apto 202, CEP: 90670-160. Porto Alegre, RS, Brazil; Universidade Federal Do Rio Grande Do sul (UFRGS), Department da Faculdade de Educação da, Porto Alegre, RS, Brazil","Lopez Bello, S.E., Universidade Estadual de Campinas (UNICAMP), Universidade Federal Do Rio Grande Do sul (UFRGS), Bairro Petrópolis, Rua Riveira 225, apto 202, CEP: 90670-160. Porto Alegre, RS, Brazil; Traversini, C.S., Universidade Federal Do Rio Grande Do sul (UFRGS), Department da Faculdade de Educação da, Porto Alegre, RS, Brazil","This article examines statistical knowledge and its inclusion in the curriculum at different teaching levels. Using Foucault's notion of governmentality, we suggest a political look at statistics as a domain of scientific knowledge and analyze its inclusion in the curriculum according to the National Guidelines for Elementary Education as a knowledge domain directed at governing the individual. We show how statistical knowledge and its inclusion in the curriculum have become technologies to guide conduct in the context of contemporary governmental rationality.","Curriculum; Governmentality; National Curriculum Parameters; Statistical Education",,,,,,,,,,,,,"Portuguese",Article,"Final","",Scopus,2-s2.0-84856206679
"Lira O.C.T., Monteiro C.E.F.","54918554400;54917613400;","Interpretation of data from the use of tinkerplots software tools [Interpretação de dados a partir da utilização de ferramentas do Software TinkerPlots]",2011,"Bolema - Mathematics Education Bulletin","24","40",,"765","788",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856164723&partnerID=40&md5=d33b4ec78c649425d30a1cff55048ae3","Universidade Federal de Pernambuco (UFPE), Rua Araranguá, 88, Cordeiro, CEP: 50640-330. Recife, PE, Brazil; University of Warwick, Department da Universidade Federal de Pernambuco (UFPE), Recife, PE, Brazil","Lira, O.C.T., Universidade Federal de Pernambuco (UFPE), Rua Araranguá, 88, Cordeiro, CEP: 50640-330. Recife, PE, Brazil; Monteiro, C.E.F., University of Warwick, Department da Universidade Federal de Pernambuco (UFPE), Recife, PE, Brazil","The introduction of computers in schools is no guarantee of improving the teaching of Mathematics and Statistics, because it is necessary to consider pedagogical approaches and the software used. In this article we discussed a study that examined the interpretation of data amongst 12 seventh grade students who are familiar with computing environments. In pairs, the participants used the TinkerPlots software tools: Cards, Table, and Plot. Data collection was performed in four sessions, which were audio and video recorded with Camtasia Studio software. It was produced written notes about the observations of students while they worked. By using software tools, students organized the data to obtain various forms of graphical representations to interpret the data. This enabled the students to approach the data in an active way, making interpretations that considered various aspects of relations between data. The uses of TinkerPlots tools that enable learning specific statistical concepts should be investigated.","Data Interpretation; Software Use to Interpret Data; Statistics Education",,,,,,,,,,,,,"Portuguese",Article,"Final","",Scopus,2-s2.0-84856164723
