Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Language of Original Document,Document Type,Publication Stage,Open Access,Source,EID
"Vargas R.C., Dorneles B.V.","55971449000;55312810100;","An intervention in counting with two deaf children [Uma intervenção em contagem com duas crianças surdas]",2013,"Cadernos CEDES","33","91",,"411","427",,2,"10.1590/S0101-32622013000300007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890728826&doi=10.1590%2fS0101-32622013000300007&partnerID=40&md5=32cd7b9276f216aadeef6ac49ef9cabb","Departamento de Técnicas e Métodos de Ensino, Pontifícia Universidade Católica, Porto Alegre (RS), Brazil; Universidade Federal do Rio Grande do Sul, Porto Alegre (RS), Brazil","Vargas, R.C., Departamento de Técnicas e Métodos de Ensino, Pontifícia Universidade Católica, Porto Alegre (RS), Brazil; Dorneles, B.V., Universidade Federal do Rio Grande do Sul, Porto Alegre (RS), Brazil","This study investigated if deaf children born to deaf parents are at an advantage to learning number concepts in comparison to deaf children born to hearing parents. We compared the response to intervention of two six-year old children: a native-signing boy and a late-signing girl. They participated in an intervention designed to improve their understanding of additive composition and the use of economic counting strategies in problem solving. Both children achieved similar levels in the use of economic counting strategies and understanding of additive composition, as well as similar increase in their counting range. The similarities in learning by the native-signing and the late-signing children suggest that both groups may benefi t from the same sort of teaching.","Additive composition; Counting; Counting strategies and procedures; Deaf children",,,,,,,,,,,,,"English; Portuguese",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84890728826
"Fernandes S.H.A., Healy L.","37861255100;8845498000;","Expressing generalizations in Libras: Algebra in the hands of deaf learners [Expressando generalizações em Libras: Álgebra nas mãos de aprendizes surdos]",2013,"Cadernos CEDES","33","91",,"349","368",,1,"10.1590/S0101-32622013000300004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890671418&doi=10.1590%2fS0101-32622013000300004&partnerID=40&md5=ef59d8a2846ec8bb7bccbf6b49ba4120","Academia Paulista Anchieta, Universidade Anhanguera Bandeirante (Uniban), São Paulo (SP), Brazil","Fernandes, S.H.A., Academia Paulista Anchieta, Universidade Anhanguera Bandeirante (Uniban), São Paulo (SP), Brazil; Healy, L., Academia Paulista Anchieta, Universidade Anhanguera Bandeirante (Uniban), São Paulo (SP), Brazil","The paper explores the mathematical practices of deaf learners. More specifically, it aims to identify how learners whose first language is Libras (Brazilian Sign Language), a visual-gestural language, express mathematical generalizations. It begins with a brief history of how sign languages have come to be integrated in the education of deaf learners. This is followed by the introduction of some constructs from Soviet Psychology which has informed our research activities. Finally, we present snapshots of the practices which emerged as a group of deaf learners worked with activities involving pattern generalization, and analyze the evidences of algebraic thinking in their mathematical practices.","Algebraic thinking; Deaf students; Generalisation; Mathematical practices; Sign language",,,,,,,,,,,,,"English; Portuguese",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84890671418
"Messina G., Valdés-Cotera R.","55779293600;55880450000;","Educating cities in Latin America",2013,"International Review of Education","59","4",,"425","441",,4,"10.1007/s11159-013-9369-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884539066&doi=10.1007%2fs11159-013-9369-x&partnerID=40&md5=ac5318388e7e858297f12d99b1598d58","National Institute for Adult Education, Mexico City, Mexico; UNESCO Institute for Lifelong Learning, Hamburg, Germany","Messina, G., National Institute for Adult Education, Mexico City, Mexico; Valdés-Cotera, R., UNESCO Institute for Lifelong Learning, Hamburg, Germany","This article considers the development of educating cities from a political perspective, illustrating in detail the diversity of organisations and individuals involved and the challenges they are facing. Bearing in mind that educating cities were established from the 1990s onwards in Europe and spread to other continents from there, the purpose of this article is to demonstrate how this proposal was adopted in Latin America. After discussing the basic aims of educating cities, the paper focuses on the Latin American experience, giving examples of existing projects within the educating cities initiative. The authors are particularly interested in the contrast between the political intentions of educating cities on the one hand and the social, economic, political and cultural world on the other hand. They observe that in this context there is a danger of the individual being forgotten, which contradicts the actual intention of the educating city concept. They also discuss the problem of who should carry out the realisation of educating cities and how the various stakeholders might coordinate their actions. Contemplating new directions at the end of their paper, the authors sum up a number of guidelines and offer recommendations for action in developing educating cities. © 2013 Springer Science+Business Media Dordrecht and UNESCO Institute for Lifelong Learning.","Educating cities; Latin America; Learning cities; Medellín; Mexico City; Practical experience; Rosario; São Paulo","conceptual framework; educational development; observational method; stakeholder; urban development; urban planning; Antioquia [Colombia]; Argentina; Brazil; Colombia; Federal District [Mexico]; Latin America; Medellin; Mexico [North America]; Mexico City; Rosario; Santa Fe [Argentina]; Sao Paulo [Brazil]; Sao Paulo [Sao Paulo (STT)]",,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-84884539066
"Sato M., Camino J., Oyakawa H.R., Rodriguez L., Tong L., Ahn C., Bird W.F., Komabayashi T.","55861815400;55861694700;55861729300;55861883900;35099679600;7201986668;7004540639;57204341160;","Effect of dental education on peruvian dental students' oral health-related attitudes and behavior",2013,"Journal of Dental Education","77","9",,"1179","1184",,12,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884527457&partnerID=40&md5=c579cb908fc80aa6243dc034c7a96d1a","Department of Craniofacial Sciences, School of Dental Medicine, University of Connecticut, United States; Department of Estomatologia, Universidad Inca Garcilaso de la Vega, Lima, Peru; Department of Estomatologia, Universidad Peruana Cayetano Heredia, Lima, Peru; Department of Clinical Sciences, University of Texas Southwestern Medical Center, Dallas, TX, United States; Department of Preventive and Restorative Dental Sciences, School of Dentistry, University of California, San Francisco, United States; Department of Endodontics, School of Dentistry, West Virginia University, One Medical Center Drive, P.O. Box 9450, Morgantown, WV, United States","Sato, M., Department of Craniofacial Sciences, School of Dental Medicine, University of Connecticut, United States; Camino, J., Department of Estomatologia, Universidad Inca Garcilaso de la Vega, Lima, Peru; Oyakawa, H.R., Department of Estomatologia, Universidad Peruana Cayetano Heredia, Lima, Peru; Rodriguez, L., Department of Craniofacial Sciences, School of Dental Medicine, University of Connecticut, United States; Tong, L., Department of Clinical Sciences, University of Texas Southwestern Medical Center, Dallas, TX, United States; Ahn, C., Department of Clinical Sciences, University of Texas Southwestern Medical Center, Dallas, TX, United States; Bird, W.F., Department of Preventive and Restorative Dental Sciences, School of Dentistry, University of California, San Francisco, United States; Komabayashi, T., Department of Endodontics, School of Dentistry, West Virginia University, One Medical Center Drive, P.O. Box 9450, Morgantown, WV, United States","This study evaluated the effect of dental education on oral health-related attitudes and behavior of students in a five-year dental program in Peru. A survey using the Hiroshima University-Dental Behavioral Inventory (HU-DBI), which consists of twenty dichotomous responses (agree-disagree) regarding oral health behavior and attitudes, was completed by Year 1 and Year 5 dental students at the Universidad Inca Garcilaso de la Vega in Lima, Peru. A total of 153 Year 1 students and 120 Year 5 students responded to the Spanish version of the HU-DBI questionnaire. The data were analyzed using chi-square tests and logistic regression analyses. Compared to the Year 1 students, the Year 5 dental students were more likely to agree with questions such as ""I think I can clean my teeth well without using toothpaste"" (OR=0.24, 95% CI: 0.10-0.58); ""I have used a dye to see how clean my teeth are"" (OR=0.19, 95% CI: 0.10-0.36); and ""I have had my dentist tell me that I brush very well"" (OR=0.34, 95% CI: 0.17-0.69). Overall, the data showed that the curriculum in this dental school in Peru resulted in more positive oral health-related attitudes and behavior among Year 5 dental students compared to those of Year 1 dental students.","Dental students; Oral health attitudes; Oral health behaviors; Peru; Toothbrushing","adolescent; adult; article; attitude to health; curriculum; dental education; dental student; dental students; education; female; health; health behavior; human; male; methodology; mouth hygiene; nonparametric test; oral health attitudes; oral health behaviors; personality test; Peru; preventive dentistry; psychological aspect; publication; questionnaire; statistical model; tooth brushing; validation study; dental students; oral health attitudes; oral health behaviors; Peru; toothbrushing; Adolescent; Adult; Curriculum; Education, Dental; Female; Health Behavior; Health Knowledge, Attitudes, Practice; Humans; Logistic Models; Male; Oral Health; Oral Hygiene; Personality Inventory; Peru; Preventive Dentistry; Questionnaires; Statistics, Nonparametric; Students, Dental; Translations; Young Adult",,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-84884527457
"Borba R., Selva A.","55855199900;25123458000;","Analysis of the role of the calculator in Brazilian textbooks",2013,"ZDM - International Journal on Mathematics Education","45","5",,"737","750",,3,"10.1007/s11858-013-0517-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884138700&doi=10.1007%2fs11858-013-0517-3&partnerID=40&md5=9f9cf2c58e7f6368b87b4655ac1c048f","Universidade Federal de Pernambuco, Avenida Acadêmico Hélio Ramos s/n, Recife, PE, 50.740-530, Brazil","Borba, R., Universidade Federal de Pernambuco, Avenida Acadêmico Hélio Ramos s/n, Recife, PE, 50.740-530, Brazil; Selva, A., Universidade Federal de Pernambuco, Avenida Acadêmico Hélio Ramos s/n, Recife, PE, 50.740-530, Brazil","This paper presents the results of an investigation in which 48 textbooks have been analysed, to observe whether and how primary school textbooks approved by the Brazilian national textbook programme (Programa Nacional do Livro Didático-PNLD) consider the use of calculators. It has been noticed that many textbooks recommend the use of calculators in the classroom and suggest specific activities. In the PNLD teacher's guide, only in the analysis of some textbooks is there clear information on calculator usage in the classroom. Calculator usage is mainly encouraged in the textbooks of the final years in primary school, mostly with multiplication and division, and distributed in four types of activities: conceptual development, verification of results, results calculation and calculator tool manipulation. Many textbooks have considered the recommendation to use modern technological devices to aid the learning of mathematics, while others still have to assess the value of the calculator as a valid instrument in developing mathematical knowledge. © 2013 FIZ Karlsruhe.",,,,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-84884138700
"Rodríguez Y., Santana A., Mendoza L.M.","55439872800;54412859200;57220525349;","Physics education through computational tools: The case of geometrical and physical optics",2013,"Physics Education","48","5",,"621","628",,4,"10.1088/0031-9120/48/5/621","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883888804&doi=10.1088%2f0031-9120%2f48%2f5%2f621&partnerID=40&md5=f7a0bc5e8c3fc68ce1975260de996cec","Centro de Investigaciones, Universidad Antonio Nariño, Cra 3E N 47A-15, Bogotá D C 110231, Colombia; Facultad de Ciencias Básicas y Aplicadas, Departamento de Física, Universidad Militar Nueva Granada, Bogotá D C., Colombia","Rodríguez, Y., Centro de Investigaciones, Universidad Antonio Nariño, Cra 3E N 47A-15, Bogotá D C 110231, Colombia; Santana, A., Centro de Investigaciones, Universidad Antonio Nariño, Cra 3E N 47A-15, Bogotá D C 110231, Colombia; Mendoza, L.M., Facultad de Ciencias Básicas y Aplicadas, Departamento de Física, Universidad Militar Nueva Granada, Bogotá D C., Colombia","Recently, with the development of more powerful and accurate computational tools, the inclusion of new didactic materials in the classroom is known to have increased. However, the form in which these materials can be used to enhance the learning process is still under debate. Many different methodologies have been suggested for constructing new relevant curricular material and, among them, just-in-time teaching (JiTT) has arisen as an effective and successful way to improve the content of classes. In this paper, we will show the implemented pedagogic strategies for the courses of geometrical and optical physics for students of optometry. Thus, the use of the GeoGebra software for the geometrical optics class and the employment of new in-house software for the physical optics class created using the high-level programming language Python is shown with the corresponding activities developed for each of these applets. © 2013 IOP Publishing Ltd.",,,,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-84883888804
"Solares A., Kieran C.","56013587700;14825322200;","Articulating syntactic and numeric perspectives on equivalence: The case of rational expressions",2013,"Educational Studies in Mathematics","84","1",,"115","148",,6,"10.1007/s10649-013-9473-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880839805&doi=10.1007%2fs10649-013-9473-7&partnerID=40&md5=8fe0dffa98a28f231cfa2f08af74ddbb","Área Académica 4 Tecnologías de la Información y Modelos Alternativos, Universidad Pedagógica Nacional, Carretera al Ajusco No. 24 Col. Heroes de Padierna Del. Tl, 14200 Mexico City, Mexico; Département de Mathématiques, Université du Québec à Montréal, C.P. 8888, succ. Centre-Ville, Montréal, QC, H3C 3P8, Canada","Solares, A., Área Académica 4 Tecnologías de la Información y Modelos Alternativos, Universidad Pedagógica Nacional, Carretera al Ajusco No. 24 Col. Heroes de Padierna Del. Tl, 14200 Mexico City, Mexico; Kieran, C., Département de Mathématiques, Université du Québec à Montréal, C.P. 8888, succ. Centre-Ville, Montréal, QC, H3C 3P8, Canada","Our study concerns the conceptual mathematical knowledge that emerges during the resolution of tasks on the equivalence of polynomial and rational algebraic expressions, by using CAS and paper-and-pencil techniques. The theoretical framework we adopt is the Anthropological Theory of Didactics (Chevallard 19:221-266, 1999), in combination with semiotic aspects from the instrumental approach to tool use. The analysis we present is based on interviews carried out with a 10th grade student who participated in our research. Our findings highlight the mathematical knowledge (technological discourse) constructed in the process of confronting, differentiating, and articulating the several mathematical techniques and theoretical ideas (pertaining to the numeric perspective and the syntactic perspective on algebraic equivalence) related to the designed equivalence tasks. © 2013 Springer Science+Business Media Dordrecht.","Algebra; CAS technology; Rational expressions; Syntactic versus numeric perspectives on equivalence; Task-technique-technology-theory framework; Theoretical thinking in algebra",,"Social Sciences and Humanities Research Council of Canada, SSHRC: 410-2007-1485","Acknowledgments We express appreciation to our co-researchers André Boileau and Denis Tanguay, to the student who participated in the research, to the teachers and administrators of his school, and to those who, along with C. Kieran, A. Boileau, and D. Tanguay, collaborated in designing the task sequences: F. Hitt, J. Guzmán, and L. Saldanha. We also acknowledge the support of the Social Sciences and Humanities Research Council of Canada (Grant #410-2007-1485). The majority of this article was conceptualized and written while Armando Solares was a post-doctoral fellow at the Université du Québec à Montréal, working with Carolyn Kieran and her research group. We also wish to thank the reviewers of an earlier draft of this article for their helpful suggestions.",,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-84880839805
"Rigo-Lemini M.","55553635900;","Epistemic schemes and epistemic states. A study of mathematics convincement in elementary school classes",2013,"Educational Studies in Mathematics","84","1",,"71","91",,1,"10.1007/s10649-013-9466-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880814953&doi=10.1007%2fs10649-013-9466-6&partnerID=40&md5=50e3aad2f5ec060dfb9b75f8ab51a558","Departamento de Matemática Educativa, Centro de Investigación y de Estudios Avanzados del I. P. N., Av. Instituto Politécnico Nacional #2508, Colonia San Pedro Zacatenco, 07360 DF, Mexico","Rigo-Lemini, M., Departamento de Matemática Educativa, Centro de Investigación y de Estudios Avanzados del I. P. N., Av. Instituto Politécnico Nacional #2508, Colonia San Pedro Zacatenco, 07360 DF, Mexico","The paper introduces an interpretative framework that contains a characterization of epistemic schemes (constructs that are used to explain how class agents themselves are able to gain convincement in or promote convincement of mathematical statements) and epistemic states (a person's internal states, such as convincement or certainty related to the person's beliefs and to the schemes that explain them); a taxonomy for the epistemic schemes is also proposed. On the basis of the interpretative framework, an analysis is made of an excerpt of a regular elementary school class, a school level at which explicit mathematics reasoning rarely arises. The paper contends that teachers and students use schemes based on reasons in order to make mathematical statements credible, but that they also resort-perhaps unconsciously-to epistemic schemes that are governed by extra-rational considerations. © 2013 Springer Science+Business Media Dordrecht.","Classroom analysis; Mathematics convincement",,,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-84880814953
"Lobelo F., Garcia de Quevedo I., Holub C.K., Nagle B.J., Arredondo E.M., Barquera S., Elder J.P.","55911702200;54395153600;12445922700;55655232900;9239640700;6601928375;57208812922;","School-based programs aimed at the prevention and treatment of obesity: Evidence-based interventions for youth in latin america",2013,"Journal of School Health","83","9",,"668","677",,28,"10.1111/josh.12080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880674398&doi=10.1111%2fjosh.12080&partnerID=40&md5=5f73fe95d21d2d06c10a39ed5b8883b6","Global Health Promotion Office, National Center for Chronic Disease Prevention and Health Promotion, Centers for Disease Control and Prevention, NE, MS K-40 Atlanta, GA 30341, United States; Global Health Promotion Office, National Center for Chronic Disease Prevention and Health Promotion, Centers for Disease Control and Prevention, NE, MS K-40 Atlanta, GA 30341, United States; Institute for Behavioral and Community Health, San Diego State University, San Diego, CA 92123-4311, United States; Institute for Behavioral and Community Health, San Diego State University, San Diego, CA 92123-4311, United States; Institute for Behavioral and Community Health, San Diego State University, San Diego, CA 92123-4311, United States; Department of Nutrition Policies and Programs, Center for Nutrition and Health, National Institute of Public Health, Av. Universidad No. 655. Col. Sta. Ma. Ahuacatitlán, Cuernavaca, CP. 62100, MOR, Mexico; San Diego State University, San Diego, CA 92123-4311, United States","Lobelo, F., Global Health Promotion Office, National Center for Chronic Disease Prevention and Health Promotion, Centers for Disease Control and Prevention, NE, MS K-40 Atlanta, GA 30341, United States; Garcia de Quevedo, I., Global Health Promotion Office, National Center for Chronic Disease Prevention and Health Promotion, Centers for Disease Control and Prevention, NE, MS K-40 Atlanta, GA 30341, United States; Holub, C.K., Institute for Behavioral and Community Health, San Diego State University, San Diego, CA 92123-4311, United States; Nagle, B.J., Institute for Behavioral and Community Health, San Diego State University, San Diego, CA 92123-4311, United States; Arredondo, E.M., Institute for Behavioral and Community Health, San Diego State University, San Diego, CA 92123-4311, United States; Barquera, S., Department of Nutrition Policies and Programs, Center for Nutrition and Health, National Institute of Public Health, Av. Universidad No. 655. Col. Sta. Ma. Ahuacatitlán, Cuernavaca, CP. 62100, MOR, Mexico; Elder, J.P., San Diego State University, San Diego, CA 92123-4311, United States","BACKGROUND: Rapidly rising childhood obesity rates constitute a public health priority in Latin America which makes it imperative to develop evidence-based strategies. Schools are a promising setting but to date it is unclear how many school-based obesity interventions have been documented in Latin America and what level of evidence can be gathered from such interventions. METHODS: We performed a systematic review of papers published between 1965 and December 2010. Interventions were considered eligible if they had a school-based component, were done in Latin America, evaluated an obesity related outcome (body mass index [BMI], weight, %body fat, waist circumference, BMI z-score), and compared youth exposed vs not exposed. RESULTS: Ten studies were identified as having a school-based component. Most interventions had a sample of normal and overweight children. The most successful interventions focused on prevention rather than treatment, had longer follow-ups, a multidisciplinary team, and fewer limitations in execution. Three prevention and 2 treatment interventions found sufficient improvements in obesity-related outcomes. CONCLUSIONS: We found sufficient evidence to recommend school-based interventions to prevent obesity among youth in Latin America. Evidence-based interventions in the school setting should be promoted as an important component for integrated programs, policies, and monitoring frameworks designed to reverse the childhood obesity in the region. © 2013, American School Health Association 83 9 September 2013 10.1111/josh.12080 GENERAL ARTICLE GENERAL ARTICLES Published 2013. This article is a U.S. Government work and is in the public domain in the USA..","Children; Latin America; Obesity; School-based interventions","adolescent; article; body mass; child; curriculum; evidence based medicine; female; health education; health promotion; human; lifestyle; male; obesity; organization and management; physical education; school; school health service; school-based interventions; socioeconomics; South and Central America; statistics; children; Latin America; obesity; school-based interventions; Adolescent; Body Mass Index; Curriculum; Evidence-Based Medicine; Female; Health Education; Health Promotion; Humans; Latin America; Life Style; Male; Obesity; Physical Education and Training; School Health Services; Schools; Socioeconomic Factors",,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-84880674398
"Gómez J.B., Ruiz-Montoya L., Lugo E.E., Salazar T.C., Quintanilla J.A.A., Urbina F.M.B.","56013727200;23493531900;56039707100;43061497000;54895944900;55830741700;","Measuring knowledge with items in ch'ol and spanish in elementary school children with a bilingual intercultural educational model [Medición de conocimientos con reactivos en Ch'ol y Español en niños de educación básica con modelo pedagógico intercultural bilingüe]",2013,"Revista Electronica de Investigacion Educativa","15","1",,"107","121",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882593542&partnerID=40&md5=fa0d10fd3a1a7ca4144d08f66b0cfebf","Universidad Intercultural de Chiapas, Col. Corral de Piedra, Corral de Piedra 2, San Cristóbal de las Casas, Chiapas, Mexico; El Colegio de la Frontera Sur, Unidad San Cristóbal Carr. Panamericana, Periférico Sur s/n Barrio María Auxiliadora, 29290 San Cristóbal de las Casas, Chiapas, Mexico; Centro de Estudios Superiores de México y Centroamérica (Cesmeca), Bugambilia 130 Fracc. La Buena Esperanza, 29243 San Cristóbal de las Casas, Chiapas, Mexico","Gómez, J.B., Universidad Intercultural de Chiapas, Col. Corral de Piedra, Corral de Piedra 2, San Cristóbal de las Casas, Chiapas, Mexico; Ruiz-Montoya, L., El Colegio de la Frontera Sur, Unidad San Cristóbal Carr. Panamericana, Periférico Sur s/n Barrio María Auxiliadora, 29290 San Cristóbal de las Casas, Chiapas, Mexico; Lugo, E.E., El Colegio de la Frontera Sur, Unidad San Cristóbal Carr. Panamericana, Periférico Sur s/n Barrio María Auxiliadora, 29290 San Cristóbal de las Casas, Chiapas, Mexico; Salazar, T.C., Universidad Intercultural de Chiapas, Col. Corral de Piedra, Corral de Piedra 2, San Cristóbal de las Casas, Chiapas, Mexico; Quintanilla, J.A.A., Universidad Intercultural de Chiapas, Col. Corral de Piedra, Corral de Piedra 2, San Cristóbal de las Casas, Chiapas, Mexico; Urbina, F.M.B., Centro de Estudios Superiores de México y Centroamérica (Cesmeca), Bugambilia 130 Fracc. La Buena Esperanza, 29243 San Cristóbal de las Casas, Chiapas, Mexico","It is assumed that the preferential use of Spanish as language mediator in education, as opposed to an indigenous language, negatively impacts children?s learning. In this study we explore the learning problems that are engendered in children through the use of a language other than their mother tongue in school. A test was conducted in Spanish and Ch?ol, with ten items that focused on linguistic and cultural identity, logic, mathematics, Spanish, history, geography and geometry. Three possible answers were offered, only one of which was correct. The test was administered to 53 fifth-grade children and the same number of sixth-grade students in the Indigenous Education Schools of the Ch?ol region. Between 50 and 70% of the students in both grades obtained six or seven correct answers in both languages. The results suggest that there is a deficiency in the level of knowledge and while we conclude that language does not appear to be a major limitation to learning, nevertheless we cannot rule out that the use of the mother tongue as a means of communication during teaching processes could facilitate meaningful learning.","Bilingualism; Cognitive understanding; Intercultural education; Measurement of knowledge; School performance",,,,,,,,,,,,,"Spanish; English",Article,"Final","",Scopus,2-s2.0-84882593542
"Piemontez G.R., Martins A.C.V., Melo S.I.L., Ferreira L., Reis N.F.","55827587700;38862423300;38862213700;55826184900;55827643600;","Kinematics of semicircular kick in karate: Comparison between phases of attack and return [Cinemática do chute semicircular no karatê: Comparação entre as fases de ataque e retorno]",2013,"Revista da Educacao Fisica","24","1",,"51","59",,,"10.4025/reveducfis.v24.1.18190","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882361818&doi=10.4025%2freveducfis.v24.1.18190&partnerID=40&md5=794855df39584b44ebded7e22cb900fc","Centro Universitário de Brusque - UNIFEBE, Brusque-SC, Brazil; Universidade do Estado de Santa Catarina, Ana Claudia Viera Martins, Rua Pascoal Simone, 358, Coqueiros. Florianópolis. CEP 88080-250, Brazil; Programa de Pós-graduação em Ciências do Movimento Humano, Universidade do Estado de Santa Catarina, Florianópolis-SC, Brazil; Ciências do Movimento Humano, Universidade do Estado de Santa Catarina, Florianópolis-SC, Brazil; Curso de Fisioterapia, Universidade do Estado de Santa Catarina, Florianópolis-SC, Brazil","Piemontez, G.R., Centro Universitário de Brusque - UNIFEBE, Brusque-SC, Brazil; Martins, A.C.V., Universidade do Estado de Santa Catarina, Ana Claudia Viera Martins, Rua Pascoal Simone, 358, Coqueiros. Florianópolis. CEP 88080-250, Brazil; Melo, S.I.L., Programa de Pós-graduação em Ciências do Movimento Humano, Universidade do Estado de Santa Catarina, Florianópolis-SC, Brazil; Ferreira, L., Ciências do Movimento Humano, Universidade do Estado de Santa Catarina, Florianópolis-SC, Brazil; Reis, N.F., Curso de Fisioterapia, Universidade do Estado de Santa Catarina, Florianópolis-SC, Brazil","This study examined kinematic variables of the semicircular kick in karate, which were characterized and compared between the phases of attack and return, with 20 male adult athletes, black belt. For data acquisition it was used 06 Vicon MX-13 cameras, 200Hz frequency, with acquisition time of 04 seconds. Variables were characterized by descriptive statistics and the comparison between phases was performed by the Student's t-test (p <0.05). Results: the maximum velocities and accelerations of the ankle, knee and hip were lower than found in literature, resulting in slower execution of the karate kick. The velocities and accelerations of the ankle, knee and hip of the attack phase were statistically higher than in the return phase of the kick. It is concluded that the attack phase is faster and more offensive than the return phase, being the variable time important in the implementation of the semicircular kick.","Biomechanics; Karate; Kinematics; Semicircular kick",,,,,,,,,,,,,"Portuguese",Article,"Final","",Scopus,2-s2.0-84882361818
"Knijnik G., Wanderer F.","26534469000;26535274600;","The Escola Ativa Program, multi-seriated country schools and mathematical education [Programa Escola Ativa, escolas multisseriadas do campo e educação matemática]",2013,"Educacao e Pesquisa","39","1",,"211","225",,1,"10.1590/S1517-97022013000100014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881621720&doi=10.1590%2fS1517-97022013000100014&partnerID=40&md5=8552feec7e2f6615024ac30f66d9b60c","Universidade do Vale do Rio dos Sinos, Porto Alegre, RS, Brazil; Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil","Knijnik, G., Universidade do Vale do Rio dos Sinos, Porto Alegre, RS, Brazil; Wanderer, F., Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil","The article discusses the Escola Ativa (Active School) Program (EAP), a federal public policy addressed to multi-seriated country schools, which has special focus on the area of mathematics. The theoretical framework for the study consists in an ethnomathematics perspective developed in dialogue with ideas from the later works of Wittgenstein and with those of Foucault. From the latter, the main notion utilized here is that of governmentality. The research material includes documents made available by the EAP and questionnaires filled by teachers responsible for formation courses in the State of Rio Grande do Sul. The analysis discloses a tension between the pedagogical guidelines offered to teachers and the activities proposed to the pupils in the area of mathematics, and also that the program steers the conduct of teachers, pupils and, more broadly, of the local population. By regulating this population, the program works as a government device that institutes a depoliticized and romantic view of the countryside, trivializes the need for theorization in the conception of educative processes, and situates life in the countryside at a level inferior to that of urban life. This is expressed in a more specific way in the mathematical education, particularly in geometry: strategies are put in motion by EAP in order to reinforce this hierarchizing process, which ultimately is a process of (re)production of inequalities. Therefore, the urban and country populations are signified not only as different, but as unequal.","Escola Ativa Program; Governmentality; Mathematical education; Multi-seriated country schools",,,,,,,,,,,,,"Portuguese",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84881621720
"Strapason L.P.R., Bisognin E.","56030339600;6507501366;","Pedagogical games for teaching functions in the first year of high school [Jogos Pedagógicos para o Ensino de Funções no Primeiro Ano do Ensino Médio]",2013,"Bolema - Mathematics Education Bulletin","27","46",,"579","595",,1,"10.1590/S0103-636X2013000300016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893713141&doi=10.1590%2fS0103-636X2013000300016&partnerID=40&md5=18db9ff1a36b17b895a8db54aac39f58","Instituto Estadual de Educação Liberato Salzano Vieira da Cunha, Santana Do Livramento, Rio Grande do Sul, Brazil; Centro Universitário Franciscano (UNIFRA), Santa-Maria, RS, Brazil","Strapason, L.P.R., Instituto Estadual de Educação Liberato Salzano Vieira da Cunha, Santana Do Livramento, Rio Grande do Sul, Brazil; Bisognin, E., Centro Universitário Franciscano (UNIFRA), Santa-Maria, RS, Brazil","In this article, results of application of an educational material with first-year high school students at a public school in the state of Rio Grande do Sul are reported and analyzed. The development of the educational material, consisting of four games addressing the content of functions, aimed to verify whether the use of this teaching strategy facilitates the learning of students regarding this topic. To achieve this goal, we developed a qualitative research approach in the classroom. Data collection was performed by the teacher-researcher, through observations of students' strategies during games, recorded in a field diary. It was concluded that the use of games as a strategy for teaching and learning, besides motivating students and provoking their interest in activities, facilitated the understanding of the content of functions. The educational material is available on the site of the Master Course.","Functions; Mathematics Teaching and Learning; Pedagogical Games",,,,,,,,,,,,,"Portuguese",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84893713141
